seed,episode,step,aif_action,stay_action,aif_reward,stay_reward,q_pi,G
1,0,38,2,1,0.2,-0.01,"[0.00171813 0.00175801 0.0015089  0.00176301 0.01579666 0.00258733
 0.00258769 0.00208935 0.00259222 0.02324844 0.00240955 0.00221897
 0.00236873 0.00240896 0.02164576 0.00167077 0.001622   0.00167046
 0.00147923 0.01500987 0.16999652 0.16436556 0.14574873 0.17043681
 0.24129837]","[-19.37579029 -19.37141385 -19.40573776 -19.37060188 -18.8220742
 -19.36117032 -19.36114353 -19.4098002  -19.36055194 -18.8118313
 -19.37909755 -19.39676533 -19.38225757 -19.3791419  -18.8298026
 -19.38197134 -19.38780821 -19.38200403 -19.40875446 -18.83266532
 -18.26520908 -18.27189833 -18.29973175 -18.26441858 -18.17733846]"
1,0,39,2,1,0.2,-0.01,"[0.00171938 0.00174607 0.00174194 0.0017461  0.01569563 0.00247411
 0.00244517 0.00246281 0.00247417 0.02224013 0.0024833  0.00244734
 0.00248624 0.00248615 0.02234836 0.00175351 0.00173218 0.00175529
 0.00175246 0.01577855 0.16457061 0.16256326 0.16433581 0.1647507
 0.23401072]","[-19.42843948 -19.42557442 -19.42591391 -19.42557228 -18.87616565
 -19.42497546 -19.42713728 -19.42570294 -19.4249723  -18.87556663
 -19.42434343 -19.42712853 -19.42415955 -19.42416442 -18.87475574
 -19.42480278 -19.42712631 -19.42465301 -19.42485595 -18.87524419
 -18.32512454 -18.3274525  -18.325315   -18.324964   -18.23695758]"
1,0,40,1,1,0.2,-0.01,"[0.00174444 0.00175086 0.00174918 0.00175087 0.0157426  0.00247755
 0.00247015 0.00247316 0.00247758 0.02227654 0.00247878 0.00246993
 0.00247957 0.00247953 0.02229435 0.00175234 0.00174748 0.00175282
 0.0017516  0.01576016 0.16428855 0.16383058 0.16416831 0.16433793
 0.23349513]","[-19.42918312 -19.42860005 -19.42872507 -19.42859927 -18.8791494
 -19.42845607 -19.42892603 -19.42870759 -19.42845493 -18.87900541
 -19.42836732 -19.42895685 -19.42832652 -19.42832825 -18.87887753
 -19.42847373 -19.42892551 -19.42844156 -19.42852326 -18.87899086
 -18.329002   -18.32945581 -18.32909723 -18.32896643 -18.24089828]"
1,0,41,4,1,0.5,-0.01,"[0.00175358 0.00175421 0.00174152 0.00175447 0.01577514 0.00248188
 0.00248192 0.00246151 0.00248226 0.02231888 0.00246879 0.00246549
 0.00246679 0.00246877 0.022201   0.00175069 0.00174968 0.00175069
 0.00174072 0.01574346 0.16444286 0.16434599 0.16324777 0.16446415
 0.23368775]","[-19.42798266 -19.42795324 -19.42924113 -19.42791674 -18.87847567
 -19.42782392 -19.42782175 -19.42929311 -19.42778464 -18.87834715
 -19.42868649 -19.42887142 -19.42879136 -19.42868724 -18.87921054
 -19.42832024 -19.42838361 -19.42832077 -19.42929657 -18.87884378
 -18.32851314 -18.3285743  -18.32980561 -18.32847947 -18.24040686]"
1,0,42,2,1,0.2,-0.01,"[0.00609279 0.00610397 0.00609349 0.00610387 0.01532273 0.00862924
 0.00862494 0.00860953 0.00862894 0.02166191 0.00863165 0.0086084
 0.00862907 0.00863207 0.02166902 0.00610475 0.00609173 0.00610489
 0.00609613 0.01532506 0.17352648 0.17315355 0.17323092 0.17352817
 0.1147967 ]","[-18.86844616 -18.86818086 -18.86843261 -18.86817848 -18.63194844
 -18.86820094 -18.86825699 -18.86854583 -18.86819968 -18.63196833
 -18.86814856 -18.86857505 -18.8681839  -18.86814889 -18.63191627
 -18.86815363 -18.86848427 -18.86815605 -18.86835492 -18.63192325
 -18.11603108 -18.11636334 -18.11628557 -18.11603076 -18.21783283]"
1,0,43,2,1,0.2,-0.01,"[0.00341686 0.00341945 0.00341871 0.00341945 0.01020131 0.00483521
 0.00483339 0.00483329 0.00483522 0.01442495 0.00483661 0.00483208
 0.00483663 0.00483682 0.0144297  0.00342012 0.00341754 0.00342023
 0.00341969 0.01020363 0.19177316 0.19162819 0.19173527 0.19178088
 0.11779161]","[-18.79573918 -18.79564179 -18.79566641 -18.79564172 -18.51639838
 -18.79565037 -18.7956946  -18.7957004  -18.79565014 -18.51640776
 -18.79561312 -18.79574533 -18.79562005 -18.79561003 -18.51636744
 -18.79561578 -18.79571905 -18.79561423 -18.79563145 -18.51637089
 -17.92305281 -17.9231563  -17.92307717 -17.92305024 -18.04412268]"
1,0,44,3,1,-0.01,-0.01,"[0.00383237 0.0038341  0.00383338 0.0038341  0.01647145 0.00542214
 0.00542064 0.00542041 0.00542215 0.02329377 0.00542265 0.00541975
 0.00542298 0.00542283 0.0232968  0.00383443 0.00383287 0.00383454
 0.00383401 0.01647336 0.17908602 0.17901349 0.17905641 0.17909139
 0.13017396]","[-19.21300895 -19.2129555  -19.21297536 -19.21295542 -18.84398557
 -19.21295435 -19.21298489 -19.21299052 -19.21295417 -18.84398441
 -19.21293878 -19.21300784 -19.21293172 -19.21293625 -18.84396544
 -19.21294578 -19.21299704 -19.21294412 -19.2129576  -18.84397403
 -18.39467502 -18.39472601 -18.39469326 -18.39467362 -18.47230446]"
1,0,45,2,1,0.2,-0.01,"[0.00396141 0.00396212 0.00396218 0.00395085 0.01844308 0.00560444
 0.00560391 0.00560453 0.0055868  0.02608794 0.00561205 0.0056113
 0.00558923 0.00561222 0.02612408 0.00559069 0.00558861 0.00559082
 0.00559094 0.0260245  0.17198715 0.17196068 0.17199256 0.17150065
 0.13285727]","[-19.25321434 -19.25320117 -19.25319883 -19.2536565  -18.86603592
 -19.25316134 -19.25316552 -19.25315862 -19.25366592 -18.86599544
 -19.25293626 -19.25294465 -19.2536156  -19.25293399 -18.86576864
 -19.25351347 -19.25355876 -19.25351187 -19.2535088  -18.86634644
 -18.45425681 -18.45427003 -18.45425349 -18.45471107 -18.51750795]"
1,0,46,1,1,0.2,-0.01,"[0.00404922 0.00405375 0.00404956 0.00405377 0.01926431 0.0057344
 0.00572963 0.00572579 0.00573445 0.0272512  0.00573152 0.0057241
 0.00573222 0.00573211 0.0272403  0.00405379 0.0040502  0.00405414
 0.00405109 0.01926617 0.17324092 0.17308616 0.17307284 0.1732594
 0.13605895]","[-19.26126481 -19.26111551 -19.26125647 -19.26111489 -18.86963267
 -19.26105921 -19.2611673  -19.26127205 -19.26105837 -18.86957609
 -19.26112073 -19.26130874 -19.26110757 -19.26110988 -18.86962691
 -19.26112378 -19.26124732 -19.26111577 -19.26121224 -18.86963293
 -18.4667455  -18.46687013 -18.46688068 -18.46673541 -18.52636789]"
1,0,47,1,1,0.2,-0.01,"[0.00407566 0.00407557 0.00402782 0.00407695 0.01951214 0.00576672
 0.00576687 0.00569526 0.00576894 0.02760866 0.0057148  0.00571164
 0.00571052 0.00571478 0.02736013 0.00406117 0.00406089 0.00406116
 0.00402499 0.01944316 0.17323592 0.17322439 0.17120431 0.17329272
 0.13680485]","[-19.26134159 -19.26136343 -19.26356631 -19.26129392 -18.8684299
 -19.26124003 -19.26123622 -19.26357125 -19.26115901 -18.86830653
 -19.26271975 -19.26278624 -19.26281701 -19.26272009 -18.86978586
 -19.26205273 -19.26204232 -19.26205296 -19.26366903 -18.86911943
 -18.46855811 -18.46854498 -18.47076183 -18.46848957 -18.5270354 ]"
1,0,48,4,1,-0.01,-0.01,"[0.00407097 0.00407147 0.00406171 0.00407155 0.01955883 0.00575855
 0.00575864 0.00574321 0.00575863 0.02766341 0.00574826 0.00574588
 0.00574571 0.00574825 0.0276139  0.00406874 0.00406793 0.00406874
 0.00406069 0.01954571 0.17270318 0.17266837 0.17228725 0.17270552
 0.13670493]","[-19.26433802 -19.26432959 -19.2647051  -19.26432186 -18.87076024
 -19.26429536 -19.26429367 -19.26471458 -19.264288   -18.87072588
 -19.26455833 -19.2646062  -19.26461128 -19.26455857 -18.87098929
 -19.26443526 -19.26445342 -19.26443542 -19.26473268 -18.87086616
 -18.47215911 -18.4721764  -18.47253608 -18.47215196 -18.53017785]"
1,0,49,4,1,-0.01,-0.01,"[0.00655201 0.00656697 0.0065618  0.00656682 0.01860145 0.00927581
 0.00927354 0.00926516 0.00927551 0.02627454 0.00929397 0.00926193
 0.00929154 0.00929335 0.02632413 0.00657136 0.0065516  0.00657095
 0.00656652 0.01861272 0.16486384 0.1643659  0.16472344 0.16484979
 0.12464534]","[-19.03241687 -19.03206866 -19.03217071 -19.0320691  -18.76631083
 -19.03221118 -19.03223565 -19.0323692  -19.03221222 -18.76645259
 -19.03191056 -19.03247082 -19.0319416  -19.0319261  -18.76616826
 -19.03194418 -19.03242897 -19.03195727 -19.03203817 -18.76619961
 -18.35027143 -18.35075747 -18.35038566 -18.35028499 -18.41978022]"
1,0,50,4,1,-0.01,-0.01,"[0.00655642 0.00656153 0.00655894 0.00656138 0.01827455 0.00927684
 0.00927517 0.0092714  0.00927654 0.02583696 0.00928143 0.00927081
 0.00927995 0.00928151 0.02584993 0.0065625  0.00655633 0.00656251
 0.00656005 0.01827721 0.16531388 0.16515756 0.16524807 0.16531026
 0.12403826]","[-19.02647238 -19.02637132 -19.02641721 -19.02637268 -18.764235
 -19.02639826 -19.02641554 -19.02647084 -19.02640029 -18.76426194
 -19.02632758 -19.02648955 -19.0263444  -19.02632937 -18.7641936
 -19.02634503 -19.0264761  -19.02634695 -19.02638814 -18.76421144
 -18.34295959 -18.3430911  -18.34300787 -18.3429629  -18.41412323]"
1,0,51,0,1,-0.01,-0.01,"[0.00655827 0.00656083 0.0065592  0.0065607  0.01801387 0.00927797
 0.00927664 0.00927454 0.00927771 0.02547424 0.00927946 0.00927438
 0.00927837 0.00927963 0.02547885 0.00656107 0.0065583  0.00656116
 0.00655951 0.01801476 0.16571422 0.16564398 0.16567516 0.16571314
 0.12357405]","[-19.02096379 -19.02091894 -19.0209461  -19.02092029 -18.76195243
 -19.02092103 -19.02093425 -19.0209635  -19.02092295 -18.76195431
 -19.02089839 -19.02096844 -19.0209101  -19.02089838 -18.76193134
 -19.02091208 -19.02096449 -19.02091168 -19.02093759 -18.76194512
 -18.33632579 -18.33637825 -18.33635234 -18.33632675 -18.40887796]"
1,0,52,3,1,-0.01,-0.01,"[0.00573123 0.0057311  0.00572959 0.00573101 0.02650136 0.0057332
 0.00573125 0.00573214 0.00573308 0.02651105 0.00572984 0.0057319
 0.00573113 0.00573176 0.02650444 0.00405189 0.00405293 0.00405285
 0.00405211 0.01874089 0.17080351 0.17084654 0.17081465 0.17084202
 0.13344853]","[-19.25472545 -19.25472864 -19.25475777 -19.25472988 -18.8686245
 -19.25469121 -19.25472998 -19.25471014 -19.25469256 -18.86858696
 -19.25475432 -19.25471297 -19.25472675 -19.25471653 -18.86861219
 -19.25474827 -19.25471947 -19.25472247 -19.2547408  -18.86861839
 -18.46210631 -18.46207842 -18.46209852 -18.46208132 -18.52290323]"
1,0,53,2,1,-0.01,-0.01,"[6.10465008e-04 3.71729032e-03 3.71709191e-03 3.62704600e-03
 1.76169538e-02 1.28388464e-04 1.26774782e-04 1.28385514e-04
 1.25648626e-04 6.08624929e-04 7.32469067e-03 1.17828841e-03
 7.18937439e-03 7.38380519e-03 3.50048427e-02 7.06254738e-03
 1.13541675e-03 7.15318893e-03 7.15338477e-03 3.39104226e-02
 2.16403598e-01 3.47236003e-02 2.18057232e-01 2.14025259e-01
 1.71887680e-01]","[-18.48349382 -18.0354345  -18.0354437  -18.03998412 -17.64438929
 -18.81605918 -18.81835897 -18.81606326 -18.82014359 -18.42496171
 -17.89652637 -18.3526399  -17.89982945 -17.89491627 -17.50380174
 -17.90343818 -18.35987662 -17.90081437 -17.90080812 -17.50970626
 -17.10674057 -17.56344747 -17.10519998 -17.10850355 -17.16407912]"
1,0,54,0,1,-0.01,-0.01,"[0.00410833 0.01147553 0.01121973 0.01147674 0.05486717 0.00239172
 0.00233648 0.00233215 0.002392   0.01143492 0.00625897 0.0028416
 0.00650506 0.00650289 0.03109275 0.00431881 0.00198323 0.00443433
 0.00441238 0.02120234 0.18451231 0.08478913 0.18767198 0.1895508
 0.14988867]","[-18.95523692 -18.70236221 -18.70641264 -18.70234525 -18.3096302
 -19.03463566 -19.03919191 -19.03953291 -19.03461645 -18.64191416
 -18.87379494 -19.06790759 -18.8657896  -18.86586087 -18.473123
 -18.88152456 -19.07252961 -18.87613253 -18.87657795 -18.48339398
 -18.0876609  -18.27851033 -18.08357858 -18.08217427 -18.14040385]"
1,0,55,3,1,-0.01,-0.01,"[0.00565954 0.00565929 0.00549555 0.00565748 0.02716896 0.00404068
 0.00385774 0.00395791 0.00403999 0.01939867 0.00540752 0.00584285
 0.00581388 0.00584164 0.02804442 0.00385223 0.00411825 0.00411751
 0.00404527 0.01976745 0.16456259 0.17601253 0.17231742 0.17592953
 0.13939113]","[-19.24858847 -19.24859531 -19.25444105 -19.24859978 -18.85512377
 -19.24786181 -19.25749511 -19.25183666 -19.24783936 -18.85438738
 -19.2587987  -19.24218225 -19.24293617 -19.24222038 -18.84874855
 -19.25774552 -19.24348444 -19.24351717 -19.24678315 -18.85004367
 -18.46426027 -18.4499285  -18.45397669 -18.44995604 -18.50786887]"
1,0,56,4,1,-0.01,-0.01,"[0.0051916  0.00564242 0.00564235 0.00544933 0.02714552 0.00372388
 0.00301329 0.00372436 0.00367803 0.0179156  0.00482942 0.00602855
 0.00596517 0.00609547 0.02932543 0.00468694 0.00601359 0.00609173
 0.00609295 0.0293073  0.14149877 0.17668282 0.17855653 0.17616954
 0.14152941]","[-19.20829018 -19.1902724  -19.19027344 -19.19712723 -18.79642305
 -19.19647779 -19.24465022 -19.19645056 -19.19855963 -18.80262745
 -19.22050218 -19.16905042 -19.1707576  -19.16688409 -18.77303261
 -19.22636165 -19.16851384 -19.16583229 -19.16579274 -18.77198153
 -18.43334261 -18.38181703 -18.37974167 -18.38193628 -18.43752489]"
1,0,57,3,1,0.2,-0.01,"[0.01036813 0.01168803 0.00569447 0.01090331 0.0332195  0.00572702
 0.00485211 0.00352163 0.00549972 0.01627747 0.00579807 0.00794932
 0.00788152 0.00826483 0.02348963 0.01506118 0.01809902 0.01894814
 0.01006297 0.05385425 0.1487603  0.16863265 0.10736013 0.16644905
 0.13163753]","[-18.67369991 -18.64724848 -18.82049837 -18.66186659 -18.38079648
 -18.72742133 -18.76476241 -18.84329371 -18.73567927 -18.46096664
 -18.82123674 -18.74704704 -18.74778962 -18.73829602 -18.47184917
 -18.5946433  -18.55187585 -18.54145316 -18.69376816 -18.27499997
 -18.04053382 -18.01175197 -18.11978002 -18.01392784 -18.07429614]"
1,0,58,3,1,0.2,-0.01,"[0.00582767 0.00590746 0.00590881 0.00549877 0.02803929 0.00407591
 0.00401152 0.00407665 0.00390878 0.01934603 0.00397799 0.00401884
 0.00390688 0.00402583 0.01910832 0.00551068 0.00571154 0.00572574
 0.00572613 0.02717669 0.17275408 0.1747058  0.17513526 0.16781071
 0.13810463]","[-19.2408835  -19.23842973 -19.23838855 -19.25358754 -18.84708212
 -19.24402419 -19.24692169 -19.24399252 -19.25261929 -18.85267641
 -19.24920688 -19.2473285  -19.25301444 -19.24706352 -18.85571585
 -19.25231985 -19.24496449 -19.24453562 -19.24452476 -18.85318885
 -18.45139578 -18.44930469 -18.44891019 -18.4576275  -18.50770257]"
1,0,59,4,1,1.0,1.0,"[0.0057791  0.00585572 0.00585669 0.00558758 0.02801021 0.00406625
 0.00400741 0.00406677 0.00395859 0.01945041 0.003999   0.00403645
 0.00396483 0.00404284 0.01933832 0.0055801  0.00573103 0.00574346
 0.00574378 0.02747317 0.17219008 0.17389709 0.17426926 0.16951944
 0.13783243]","[-19.24996111 -19.24757015 -19.24754141 -19.25718914 -18.85475826
 -19.25165498 -19.25429678 -19.25163359 -19.25697234 -18.85884373
 -19.25514021 -19.2534327  -19.25690905 -19.25319038 -18.86038052
 -19.25695156 -19.25158222 -19.25121029 -19.25120133 -18.85839861
 -18.45961841 -18.45780258 -18.45746195 -18.46289611 -18.51565322]"
