seed,episode,stepaif_action,ql_action,aif_reward,ql_reward,q_pi,G
0,51,6,0,0,-0.01,0.2,"[4.12099972e-09 4.11785661e-09 9.63615009e-10 4.27762308e-09
 2.64433081e-05 2.73507402e-09 2.74834812e-09 6.69713741e-10
 2.82657192e-09 1.75642779e-05 1.88864727e-09 1.93881375e-09
 1.90006280e-09 1.93858952e-09 1.24475557e-05 1.37960643e-09
 1.37593653e-09 1.37582142e-09 4.85340465e-10 8.83514150e-06
 1.37703915e-01 1.37591213e-01 3.36842674e-02 1.42141073e-01
 5.48814207e-01]","[-19.27263387 -19.27267902 -19.36212079 -19.27033018 -18.72450359
 -19.27644454 -19.27607342 -19.36309807 -19.27442287 -18.72826671
 -19.32445343 -19.32297714 -19.32410717 -19.32298322 -18.77481446
 -19.31605916 -19.31631782 -19.31632217 -19.38023588 -18.76814576
 -18.17674334 -18.17689545 -18.2635571  -18.17489348 -18.09029648]"
0,51,7,3,1,-0.01,-0.01,"[3.56938993e-09 3.56898174e-09 3.23136371e-09 3.57900487e-09
 2.31720895e-05 2.50729643e-09 2.50464734e-09 2.28804250e-09
 2.51376872e-09 1.62790963e-05 3.34304803e-09 3.36884391e-09
 3.34890552e-09 3.36872379e-09 2.18739830e-05 2.43082120e-09
 2.43695839e-09 2.43689717e-09 2.27511707e-09 1.58227233e-05
 1.25527118e-01 1.25828175e-01 1.14815819e-01 1.26138975e-01
 5.07612718e-01]","[-19.41879056 -19.41879677 -19.42464938 -19.41862194 -18.86998563
 -19.41921352 -19.41925177 -19.42460043 -19.41905516 -18.87040185
 -19.42248745 -19.4220743  -19.4223909  -19.42207606 -18.87325894
 -19.42102038 -19.42090172 -19.42090294 -19.42491071 -18.87208847
 -18.31996563 -18.31985644 -18.32524621 -18.31970356 -18.23257798]"
0,51,8,1,0,-0.01,0.2,"[3.46969692e-09 3.47602744e-09 3.47601465e-09 3.42594048e-09
 2.26849683e-05 2.46739557e-09 2.43331682e-09 2.46744209e-09
 2.44204196e-09 1.61006538e-05 3.47499650e-09 3.54014854e-09
 3.48448474e-09 3.53897227e-09 2.30953254e-05 3.41516584e-09
 3.49425475e-09 3.49282856e-09 3.49298160e-09 2.27965788e-05
 1.22302339e-01 1.24570120e-01 1.24532425e-01 1.23251435e-01
 5.05258952e-01]","[-18.57103113 -18.57094134 -18.57094159 -18.57174545 -18.02183604
 -18.57076581 -18.57153572 -18.57076486 -18.57133147 -18.02166774
 -18.57099669 -18.56995167 -18.57083514 -18.56997493 -18.02087079
 -18.57193764 -18.57064089 -18.57066824 -18.57066603 -18.02155756
 -17.47212636 -17.47109219 -17.47111283 -17.47167685 -17.38349413]"
0,51,9,3,2,-0.01,0.2,"[3.97540899e-09 4.44643377e-09 1.65135579e-10 4.14529099e-09
 2.90952465e-05 4.98198928e-09 4.98719996e-09 1.53963937e-10
 4.49704955e-09 3.26013412e-05 2.14330015e-10 1.80085060e-10
 2.05199250e-10 2.14387373e-10 1.40294979e-06 7.76386789e-08
 6.83709077e-08 7.76077518e-08 1.14464485e-09 5.07839143e-04
 1.43319837e-01 1.34273919e-01 5.28692098e-03 1.33763699e-01
 5.82784433e-01]","[-18.99491846 -18.9884296  -19.19302916 -18.99256412 -18.43917354
 -18.98101644 -18.98095365 -19.19704019 -18.98708782 -18.43175714
 -19.17097051 -19.18130684 -19.17346267 -19.17095519 -18.62169442
 -18.81155623 -18.81895657 -18.81158186 -19.07413582 -18.26232422
 -17.89488438 -17.89856449 -18.09990879 -17.89895845 -17.80713482]"
0,51,10,0,0,0.2,-0.01,"[2.14508893e-09 2.51666724e-09 2.52879932e-09 1.41500136e-10
 1.64917525e-05 9.49955735e-08 1.50241365e-08 9.54550984e-08
 3.01545414e-08 6.22459765e-04 1.27276693e-10 4.49623083e-10
 2.75428008e-10 5.21732893e-10 3.41878172e-06 1.59073841e-10
 4.98604117e-09 6.36155045e-09 6.36800830e-09 4.16859205e-05
 3.71335379e-02 1.28763525e-01 1.51272426e-01 6.81113441e-02
 6.14034848e-01]","[-19.01334306 -19.0039245  -19.00363496 -19.18241518 -18.45458614
 -18.78272214 -18.89652992 -18.78243057 -18.8533153  -18.23338853
 -19.16529422 -19.08729101 -19.1175628  -19.07846593 -18.52913013
 -19.17689239 -18.96234064 -18.94773251 -18.9476718  -18.39839626
 -17.96019974 -17.88337203 -17.87379426 -17.92267867 -17.78615013]"
0,51,11,4,0,0.5,-0.01,"[3.90769004e-09 3.90522422e-09 3.60871737e-09 2.36164741e-09
 2.56109034e-05 2.51090219e-09 2.45946162e-09 2.34628352e-09
 1.60735222e-09 1.64669103e-05 1.82281866e-09 1.89779213e-09
 9.71080291e-10 1.89731471e-09 1.24428342e-05 3.69078297e-09
 4.01383281e-09 4.01237824e-09 2.00631059e-09 2.63136854e-05
 1.26261465e-01 1.31341930e-01 1.22562730e-01 8.39394162e-02
 5.35813581e-01]","[-19.14699517 -19.14703198 -19.1518185  -19.17751931 -18.59764943
 -19.15304285 -19.15413226 -19.1571323  -19.18005686 -18.6036598
 -19.17200883 -19.16974063 -19.2104638  -19.1697544  -18.62037169
 -19.15033562 -19.14548537 -19.14550547 -19.18778077 -18.59612281
 -18.05347735 -18.05129209 -18.05545911 -18.07839881 -17.96334581]"
0,51,12,1,3,-0.01,-0.01,"[1.36665091e-06 1.41680655e-06 1.38487121e-06 1.15625265e-06
 6.03380979e-05 9.45576314e-07 7.21768088e-07 9.31477063e-07
 8.49157168e-07 4.02710261e-05 7.10097571e-07 1.00804666e-06
 8.40755055e-07 1.00265533e-06 4.27037159e-05 1.10000479e-06
 1.74446602e-06 1.73874789e-06 1.43070848e-06 7.40617082e-05
 1.86648903e-01 2.65552764e-01 2.59989572e-01 2.36065701e-01
 5.15073374e-02]","[-18.30408077 -18.30206208 -18.30338729 -18.3141477  -18.06604614
 -18.30578903 -18.32193113 -18.30664234 -18.31208773 -18.06977095
 -18.32295785 -18.3018086  -18.31256441 -18.3021743  -18.06615365
 -18.31736207 -18.28945625 -18.28971115 -18.30129128 -18.0536843
 -17.56459464 -17.54332763 -17.54459338 -17.55027325 -17.64549869]"
0,51,13,3,2,-0.01,-0.01,"[1.64509272e-07 1.71403156e-07 1.71030627e-07 1.68944079e-07
 1.49603288e-05 1.65075611e-07 1.65058976e-07 1.64733516e-07
 1.60979176e-07 1.44108536e-05 1.16944247e-07 1.13791135e-07
 1.14521038e-07 1.16965603e-07 1.02094551e-05 1.68398249e-07
 1.61609350e-07 1.68438665e-07 1.64578164e-07 1.47034896e-05
 2.43745054e-01 2.37072697e-01 2.43387692e-01 2.40507585e-01
 3.52302311e-02]","[-16.98568221 -16.98333556 -16.98344846 -16.98413034 -16.70247849
 -16.98540762 -16.98541437 -16.98551803 -16.98682623 -16.70453837
 -16.98536979 -16.98691761 -16.98653571 -16.98535872 -16.70449848
 -16.9842926  -16.98664214 -16.98427824 -16.98558225 -16.7034131
 -16.11028219 -16.11184911 -16.11035454 -16.11101668 -16.23095778]"
0,51,14,4,3,-0.01,-0.01,"[1.52771762e-07 1.65480040e-07 1.65561890e-07 1.44091907e-07
 5.93316794e-05 2.57431892e-06 1.79386442e-07 2.57558634e-06
 2.31250099e-06 9.22985179e-04 4.65377591e-08 3.11465188e-07
 3.28580567e-07 3.37973942e-07 1.21177727e-04 6.90918059e-08
 5.03189929e-07 5.70754822e-07 5.71336023e-07 2.04632900e-04
 4.17764981e-02 2.78979249e-01 3.03404226e-01 2.87432065e-01
 8.70888265e-02]","[-19.02265762 -19.01799825 -19.01797055 -19.02616699 -18.64921112
 -18.84809463 -19.01322086 -18.84806706 -18.8543068  -18.47930871
 -19.07100578 -18.95324535 -18.94994887 -18.94844813 -18.57966115
 -19.0681796  -18.9451052  -18.93765084 -18.93759042 -18.56886589
 -18.25007844 -18.13245351 -18.12752857 -18.13055837 -18.20500453]"
0,51,15,2,2,-0.01,-0.01,"[3.23046915e-06 3.27049921e-06 3.26253606e-06 3.09114593e-06
 1.70818231e-04 3.75997784e-06 3.13242750e-06 3.74993576e-06
 3.59503386e-06 1.96398533e-04 2.11735544e-06 2.37323036e-06
 2.32232482e-06 2.39679775e-06 1.25181637e-04 2.99108409e-06
 3.41732570e-06 3.47903771e-06 3.43227641e-06 1.81710442e-04
 2.13647808e-01 2.39662875e-01 2.41649518e-01 2.33776712e-01
 7.05393566e-02]","[-17.94848308 -17.94781734 -17.94794096 -17.95107192 -17.69875083
 -17.93967095 -17.95053991 -17.93980673 -17.94222238 -17.69059972
 -17.95319034 -17.94639601 -17.94762895 -17.94586095 -17.69679601
 -17.95319592 -17.94523362 -17.94424248 -17.94496892 -17.69517588
 -17.26350271 -17.25666149 -17.25620744 -17.25809773 -17.33290536]"
0,51,16,0,3,-0.01,-0.01,"[5.35366094e-07 5.37093743e-07 5.31467146e-07 5.37122809e-07
 2.53538654e-04 5.45950233e-07 5.34064414e-07 5.41130619e-07
 5.45989949e-07 2.57703598e-04 5.29364389e-07 5.37620457e-07
 5.40229174e-07 5.40181175e-07 2.54981373e-04 5.36323281e-07
 5.43192277e-07 5.44576534e-07 5.39797227e-07 2.57055936e-04
 2.26592439e-01 2.29451657e-01 2.28636319e-01 2.30015248e-01
 8.42724370e-02]","[-19.16257026 -19.16240415 -19.16297798 -19.1624012  -18.77677528
 -19.16149485 -19.16273627 -19.16197047 -19.16149088 -18.77586981
 -19.1632174  -19.16233217 -19.16207619 -19.16208089 -18.77645563
 -19.1625194  -19.16179852 -19.16166962 -19.16214402 -18.7760444
 -18.3669324  -18.36622246 -18.36641547 -18.36609753 -18.42855947]"
0,51,17,4,4,-0.01,-0.01,"[8.65622173e-07 8.64548823e-07 7.14013197e-07 8.88180263e-09
 4.44073809e-04 5.03417928e-07 4.89633930e-07 4.41159360e-07
 5.65656082e-09 2.58551792e-04 2.82399762e-05 3.16882131e-05
 1.35125292e-07 3.16755281e-05 1.62676787e-02 2.75878047e-09
 3.08972985e-09 3.08824522e-09 2.72506637e-09 1.58582038e-06
 2.89798805e-01 3.05315695e-01 2.66989354e-01 3.44485437e-03
 1.17383758e-01]","[-18.58294574 -18.58302042 -18.5944768  -18.86831812 -18.19238563
 -18.59541902 -18.59688159 -18.60329008 -18.87513787 -18.20479097
 -18.36029887 -18.35360777 -18.69422352 -18.35362997 -17.96300433
 -18.92484507 -18.91819799 -18.91822484 -18.92560975 -18.52760779
 -17.80223697 -17.79934011 -17.80733156 -18.07879645 -17.8588929 ]"
0,51,18,4,0,-0.01,-0.01,"[3.73800528e-06 3.87579015e-06 3.58456105e-06 1.61404196e-06
 2.56675874e-04 1.89852880e-06 1.47181720e-06 1.82132883e-06
 1.59090000e-06 1.25725588e-04 4.87045816e-06 7.20727571e-06
 5.37779160e-06 7.04488265e-06 4.66523669e-04 1.56165512e-06
 4.43117362e-06 4.36112792e-06 4.17057011e-06 2.88816240e-04
 1.89950798e-01 2.64444571e-01 2.48036846e-01 2.12709087e-01
 8.36623364e-02]","[-18.93945993 -18.93745182 -18.94199178 -18.99096924 -18.67392042
 -18.95968415 -18.97486354 -18.96204306 -18.97017181 -18.69615539
 -18.92393778 -18.90029658 -18.91789777 -18.90175863 -18.63823081
 -18.99317545 -18.92930714 -18.93034154 -18.93284937 -18.66681044
 -18.27142129 -18.25150196 -18.25527784 -18.26452979 -18.3233117 ]"
0,51,19,4,4,-0.01,-0.01,"[3.52678242e-06 3.55399622e-06 3.50791310e-06 3.29968787e-06
 2.22156306e-04 2.45530538e-06 2.39228587e-06 2.43862482e-06
 2.41003820e-06 1.53478407e-04 3.57117970e-06 3.71253997e-06
 3.60654349e-06 3.70858360e-06 2.31819414e-04 3.29028181e-06
 3.59141795e-06 3.58894194e-06 3.55804123e-06 2.24340707e-04
 2.27698979e-01 2.34756273e-01 2.32901597e-01 2.29963133e-01
 7.37960111e-02]","[-19.01607838 -19.01567509 -19.0163896  -19.01999876 -18.75563431
 -19.01711864 -19.01857527 -19.0174808  -19.01815321 -18.75707784
 -19.01537002 -19.01314683 -19.01479182 -19.01322717 -18.75318638
 -19.02018879 -19.01505556 -19.01511233 -19.01556906 -18.75507155
 -18.33295708 -18.33121644 -18.33165487 -18.33237836 -18.40336564]"
0,51,20,0,1,-0.01,0.2,"[3.48876512e-06 3.49777948e-06 3.48463394e-06 3.45410996e-06
 2.09804657e-04 2.46234281e-06 2.44912520e-06 2.45748127e-06
 2.45254456e-06 1.47698129e-04 3.49324180e-06 3.51959854e-06
 3.49923917e-06 3.52043993e-06 2.11167214e-04 3.45314631e-06
 3.50216145e-06 3.50304928e-06 3.49327325e-06 2.10120684e-04
 2.31214132e-01 2.32482043e-01 2.32047098e-01 2.31550479e-01
 7.18757266e-02]","[-19.0171653  -19.01703584 -19.0172312  -19.01772729 -18.75950436
 -19.01729771 -19.0175807  -19.01739691 -19.01750608 -18.75976567
 -19.0170985  -19.01669069 -19.01700218 -19.01668294 -18.75915047
 -19.01774635 -19.01696202 -19.0169531  -19.01709398 -18.75942164
 -18.33227866 -18.33198433 -18.33208142 -18.33219754 -18.40514129]"
0,51,21,1,4,1.0,1.0,"[5.67872089e-07 5.67832733e-07 5.66764113e-07 5.65834974e-07
 2.66130671e-04 4.01344313e-07 4.01099774e-07 4.00911028e-07
 4.00300311e-07 1.88094318e-04 5.67490633e-07 5.68458937e-07
 5.66273856e-07 5.68453586e-07 2.66421163e-04 5.66347420e-07
 5.67315485e-07 5.67310156e-07 5.66420710e-07 2.65889211e-04
 2.28402372e-01 2.28611729e-01 2.28356720e-01 2.28007714e-01
 8.56265198e-02]","[-19.18535001 -19.18535366 -19.18544891 -19.18553822 -18.8001179
 -19.18538492 -19.18541294 -19.18543791 -19.18551986 -18.80015145
 -19.1853808  -19.18529636 -19.18549895 -19.18529678 -18.80006113
 -19.18548817 -19.18540318 -19.1854036  -19.18548188 -18.80016703
 -18.39276072 -18.3927173  -18.39277192 -18.39285417 -18.45384971]"
0,52,0,4,2,-0.01,-0.01,"[3.69808571e-05 1.31515159e-02 1.07597591e-02 9.42446346e-03
 3.00751598e-01 4.24994742e-07 4.25209937e-07 3.31462978e-07
 2.85422480e-07 9.71888393e-06 3.61858834e-04 2.40154790e-06
 2.43700629e-04 3.65729147e-04 8.36348010e-03 3.22931559e-04
 2.03615828e-06 3.25138085e-04 2.55654255e-04 7.43526389e-03
 2.20010996e-01 1.60514021e-03 1.86876568e-01 1.66832594e-01
 7.28610031e-02]","[-16.94871828 -16.5827629  -16.59454061 -16.60259276 -16.38579464
 -17.21654382 -17.21651644 -17.23129525 -17.24040191 -17.0195755
 -16.81397023 -17.12575178 -16.83760988 -16.81333112 -16.61636357
 -16.82060355 -17.13557509 -16.82019289 -16.83439367 -16.62322518
 -16.3966271  -16.70250554 -16.40613153 -16.41300186 -16.46564685]"
0,52,1,4,1,-0.01,-0.01,"[9.60999296e-07 1.27073171e-06 1.15246927e-08 1.16329206e-06
 3.13739310e-04 1.80827753e-07 8.29798380e-08 4.79233960e-09
 1.79583897e-07 4.46470084e-05 2.82426261e-09 1.47530576e-08
 1.22863433e-08 1.57638968e-08 3.89203848e-06 9.89829754e-09
 1.84220331e-08 1.91834876e-08 9.98596793e-10 4.73636936e-06
 1.27890623e-01 2.87990412e-01 8.58339497e-03 2.98304777e-01
 2.76859830e-01]","[-16.27058292 -16.25390521 -16.54681375 -16.25908337 -15.90806558
 -16.35478681 -16.402491   -16.58067031 -16.35497533 -16.00894544
 -16.62442708 -16.52230055 -16.53322447 -16.51838388 -16.17254442
 -16.53508563 -16.49683232 -16.49446971 -16.67784522 -16.14862968
 -15.51581052 -15.46566959 -15.68442974 -15.46339223 -15.46795583]"
0,52,2,4,2,-0.01,-0.01,"[1.48565705e-07 1.52308399e-07 1.06008831e-07 1.52683498e-07
 6.84761145e-05 9.62872529e-08 9.28099856e-08 7.66111681e-08
 9.66678996e-08 4.32865044e-05 1.14522678e-07 1.30624228e-07
 1.27231396e-07 1.31200780e-07 5.89894486e-05 8.70388617e-08
 8.92818602e-08 8.95220922e-08 7.48068501e-08 4.02418122e-05
 1.96842224e-01 2.03050134e-01 1.61922903e-01 2.04412005e-01
 2.33559974e-01]","[-18.84572861 -18.84436284 -18.866173   -18.84416815 -18.46114829
 -18.85117305 -18.85324324 -18.86486124 -18.85089932 -18.46796304
 -18.86123966 -18.8534342  -18.85492885 -18.85320782 -18.46999001
 -18.85715428 -18.85569892 -18.85556651 -18.86623778 -18.47236174
 -17.94683195 -17.94504517 -17.95862484 -17.94463656 -17.93601446]"
0,52,3,4,0,-0.01,0.2,"[1.19755939e-07 1.20428934e-07 1.15717354e-07 1.20375625e-07
 6.00640295e-05 8.38704786e-08 8.33398195e-08 8.19449977e-08
 8.38620308e-08 4.18302541e-05 1.16324687e-07 1.18393830e-07
 1.17747207e-07 1.18518084e-07 5.91101378e-05 8.30000891e-08
 8.33306193e-08 8.33812264e-08 8.17439334e-08 4.15795532e-05
 1.92539521e-01 1.93415040e-01 1.89064847e-01 1.93491610e-01
 2.31284787e-01]","[-17.50770804 -17.50741838 -17.5096998  -17.50743169 -17.11781198
 -17.50830633 -17.508637   -17.50961823 -17.50830217 -17.11870025
 -17.50935857 -17.50836697 -17.50866054 -17.50831669 -17.11871119
 -17.50888316 -17.50867161 -17.50864473 -17.50975132 -17.1190487
 -16.59693588 -16.59669316 -16.59798528 -16.5966692  -16.58522721]"
0,52,4,1,0,-0.01,0.2,"[1.14699947e-07 1.14925446e-07 1.13981132e-07 1.14893148e-07
 5.90194612e-05 8.09374403e-08 8.07767742e-08 8.05675511e-08
 8.09239942e-08 4.15667968e-05 1.14056717e-07 1.14547468e-07
 1.14342985e-07 1.14587037e-07 5.88455239e-05 8.07453417e-08
 8.08432964e-08 8.08562535e-08 8.05125764e-08 4.15265958e-05
 1.91814973e-01 1.92070466e-01 1.91217415e-01 1.92078373e-01
 2.32616253e-01]","[-17.9185892  -17.91849283 -17.91893836 -17.91850387 -17.52710287
 -17.91871743 -17.91881451 -17.91895987 -17.91872294 -17.52732488
 -17.91889514 -17.91866659 -17.91875717 -17.91865141 -17.52726161
 -17.91883918 -17.91877811 -17.91877274 -17.9189943  -17.52737793
 -17.00543971 -17.00537236 -17.00561096 -17.00536959 -16.99311193]"
0,52,5,4,4,-1.0,-1.0,"[3.73976531e-09 4.01586349e-09 3.66401881e-09 3.97950627e-09
 2.50123657e-05 3.67951507e-09 3.67946039e-09 3.15296569e-09
 3.64888548e-09 2.29193788e-05 3.63927437e-09 3.25292968e-09
 3.44549719e-09 3.64079034e-09 2.26781508e-05 2.48410409e-09
 2.37046537e-09 2.48476928e-09 2.27322044e-09 1.54773990e-05
 1.29120848e-01 1.22818030e-01 1.18253174e-01 1.28275541e-01
 5.01446267e-01]","[-19.36245855 -19.35841373 -19.36369999 -19.35890716 -18.81203043
 -19.36328403 -19.36328492 -19.37232575 -19.36374694 -18.8168956
 -19.36398189 -19.37047329 -19.36708985 -19.3639591  -18.81757073
 -19.36616667 -19.3688051  -19.36615229 -19.37126703 -18.81976392
 -18.26466947 -18.26748069 -18.26974302 -18.26502028 -18.17969003]"
0,53,0,4,1,-0.01,-0.01,"[1.47096127e-07 1.47262830e-07 1.46868111e-07 1.47237873e-07
 6.37647038e-05 1.03927424e-07 1.03815554e-07 1.03778293e-07
 1.03919863e-07 4.50004233e-05 1.46882385e-07 1.47134853e-07
 1.46983749e-07 1.47157784e-07 6.37191349e-05 1.03829280e-07
 1.03896574e-07 1.03905203e-07 1.03736515e-07 4.49921394e-05
 1.94602725e-01 1.94731995e-01 1.94470461e-01 1.94733035e-01
 2.21242300e-01]","[-17.57793889 -17.57788549 -17.57802231 -17.57789185 -17.19701687
 -17.57799023 -17.57804053 -17.57806105 -17.57799161 -17.19712172
 -17.57801582 -17.57792852 -17.57797868 -17.57792275 -17.19705421
 -17.57803503 -17.57800359 -17.5780013  -17.5780808  -17.19713093
 -16.67837689 -16.67834487 -16.67841259 -16.67834428 -16.67004662]"
0,53,1,4,2,-0.01,-0.01,"[1.19986205e-07 1.20064656e-07 1.19913591e-07 1.20050716e-07
 5.95034354e-05 8.48150142e-08 8.47620519e-08 8.47582119e-08
 8.48078729e-08 4.20332071e-05 1.19917000e-07 1.20021646e-07
 1.19953470e-07 1.20034916e-07 5.94890141e-05 8.47724305e-08
 8.48019997e-08 8.48086369e-08 8.47395491e-08 4.20301165e-05
 1.92451709e-01 1.92515175e-01 1.92402509e-01 1.92519331e-01
 2.29906582e-01]","[-18.89764036 -18.89761022 -18.89767186 -18.89761495 -18.50839931
 -18.89766116 -18.8976898  -18.89769286 -18.89766454 -18.50845127
 -18.89766995 -18.8976272  -18.89765412 -18.89762269 -18.50841145
 -18.89768429 -18.89766804 -18.8976649  -18.89770336 -18.5084549
 -17.98699102 -17.98697618 -17.98700419 -17.9869747  -17.97558163]"
0,53,2,2,2,-0.01,-0.01,"[1.14854531e-07 1.14903078e-07 1.14821496e-07 1.14894830e-07
 5.89057070e-05 8.12006150e-08 8.11680482e-08 8.11698528e-08
 8.11959100e-08 4.16272650e-05 1.14822732e-07 1.14882531e-07
 1.14841138e-07 1.14891265e-07 5.88996378e-05 8.11756320e-08
 8.11935944e-08 8.11980326e-08 8.11591149e-08 4.16259964e-05
 1.91844873e-01 1.91885553e-01 1.91822160e-01 1.91888284e-01
 2.32356503e-01]","[-17.44742222 -17.44740336 -17.44743666 -17.44740611 -17.05612117
 -17.44743298 -17.44745075 -17.44745014 -17.44743531 -17.05615181
 -17.44743593 -17.44741142 -17.44742791 -17.44740834 -17.05612616
 -17.44744662 -17.44743669 -17.44743449 -17.44745615 -17.05615324
 -16.53433861 -16.5343294  -16.53434465 -16.53432844 -16.52207471]"
0,53,3,4,0,-0.01,0.2,"[3.66215764e-09 3.66367768e-09 3.66196728e-09 3.66368841e-09
 2.28253215e-05 2.58997680e-09 2.58890511e-09 2.58936015e-09
 2.58998164e-09 1.61361839e-05 3.66137990e-09 3.66312107e-09
 3.66340026e-09 3.66325116e-09 2.28227659e-05 2.58937844e-09
 2.59004074e-09 2.59011089e-09 2.58969672e-09 1.61372145e-05
 1.26843990e-01 1.26875074e-01 1.26849816e-01 1.26880502e-01
 4.92472646e-01]","[-17.79529898 -17.79528005 -17.79530136 -17.79527993 -17.24887866
 -17.79529246 -17.79531117 -17.79530285 -17.79529239 -17.24889031
 -17.79530878 -17.7952863  -17.79528295 -17.79528504 -17.24888337
 -17.79530362 -17.79529197 -17.79529115 -17.79529755 -17.24888824
 -16.69718184 -16.69717092 -16.69717949 -16.6971693  -16.61222171]"
0,53,4,0,3,-0.01,-0.01,"[1.09859975e-07 1.09881960e-07 1.09626839e-07 1.09884569e-07
 5.84689642e-05 7.76557939e-08 7.76441249e-08 7.75000519e-08
 7.76587949e-08 4.13222495e-05 1.09660619e-07 1.09691841e-07
 1.09668475e-07 1.09697185e-07 5.83719191e-05 7.76033941e-08
 7.76106990e-08 7.76119274e-08 7.74941358e-08 4.13016587e-05
 1.91110342e-01 1.91113994e-01 1.90740740e-01 1.91129795e-01
 2.35704165e-01]","[-18.40268943 -18.40268189 -18.40280137 -18.40267958 -18.00914451
 -18.40271035 -18.40271495 -18.40281331 -18.40270758 -18.00917138
 -18.40278154 -18.40276893 -18.40277808 -18.40276704 -18.0092283
 -18.40274442 -18.40274109 -18.40274095 -18.40281641 -18.00919781
 -17.48720546 -17.48720675 -17.48730718 -17.48720208 -17.47381765]"
0,53,5,3,1,-0.01,-0.01,"[3.58381694e-09 3.58370249e-09 3.57998897e-09 3.58364650e-09
 2.28202675e-05 2.53370754e-09 2.53353936e-09 2.53163437e-09
 2.53372544e-09 1.61340233e-05 3.58073391e-09 3.58188072e-09
 3.58083811e-09 3.58187274e-09 2.28083020e-05 2.53287275e-09
 2.53317242e-09 2.53316888e-09 2.53132031e-09 1.61310352e-05
 1.25688842e-01 1.25698014e-01 1.25598106e-01 1.25702318e-01
 4.97234776e-01]","[-17.55404659 -17.55404819 -17.55409932 -17.55404833 -17.00636239
 -17.5540576  -17.55405929 -17.55409744 -17.55405649 -17.00637221
 -17.55408826 -17.55407413 -17.554087   -17.55407422 -17.00638931
 -17.55407151 -17.55406744 -17.55406749 -17.55410222 -17.0063804
 -16.45527376 -16.45527285 -16.45531103 -16.45526991 -16.36917668]"
0,53,6,4,1,-0.01,-0.01,"[3.52563993e-09 3.52626165e-09 3.52634573e-09 3.52416506e-09
 2.28135057e-05 2.49476313e-09 2.49186608e-09 2.49481907e-09
 2.49386868e-09 1.61401621e-05 3.52592165e-09 3.53146117e-09
 3.52937872e-09 3.53123965e-09 2.28450877e-05 3.52316459e-09
 3.52963695e-09 3.52953324e-09 3.52962123e-09 2.28346719e-05
 1.24553914e-01 1.24738510e-01 1.24738933e-01 1.24695993e-01
 5.01187964e-01]","[-18.88229089 -18.88228368 -18.88228249 -18.88231143 -18.33367645
 -18.88225958 -18.88231682 -18.88225848 -18.88227542 -18.33365223
 -18.88229217 -18.88221196 -18.88224002 -18.88221631 -18.33361081
 -18.88232779 -18.88223351 -18.88223577 -18.88223455 -18.33362854
 -17.783166   -17.78309129 -17.78309152 -17.78310614 -17.69605678]"
0,53,7,4,2,-0.01,-0.01,"[1.09113158e-07 1.15486555e-07 9.00670653e-11 1.13678665e-07
 6.21160398e-05 9.24855382e-08 8.10862122e-08 7.10022373e-11
 9.20721014e-08 4.97454936e-05 1.27273672e-13 1.47296605e-13
 1.42252986e-13 1.48010900e-13 7.96480676e-11 3.12909584e-09
 3.70562924e-09 3.71473821e-09 4.90967477e-12 1.99940353e-06
 2.11427808e-01 2.43199974e-01 1.89790864e-04 2.42533189e-01
 3.02534763e-01]","[-17.75943908 -17.75621335 -18.20262439 -17.75709946 -17.36203031
 -17.74848639 -17.75613839 -18.19586553 -17.74871526 -17.35430254
 -18.58847816 -18.57981029 -18.58180174 -18.57956157 -18.1853484
 -17.9763891  -17.96640138 -17.96629004 -18.37893646 -17.57206597
 -16.83735565 -16.82911936 -17.27553027 -16.82927333 -16.81524103]"
0,53,8,0,0,-0.01,0.2,"[1.34761931e-07 1.34960116e-07 4.67829209e-08 1.30412898e-07
 7.17034800e-05 8.72994092e-08 8.73415532e-08 3.23307423e-08
 8.53964160e-08 4.63806307e-05 7.57505794e-08 7.85759582e-08
 7.75965918e-08 7.87485076e-08 4.18404105e-05 2.55727335e-07
 2.57720518e-07 2.58182666e-07 6.38871892e-08 1.37172512e-04
 2.18571219e-01 2.17989368e-01 8.08455784e-02 2.13466243e-01
 2.68828609e-01]","[-17.53700094 -17.53700864 -17.60197073 -17.53897756 -17.14356148
 -17.54231855 -17.54216479 -17.60323195 -17.54358109 -17.14887284
 -17.5744046  -17.57229915 -17.57299453 -17.572188   -17.17873808
 -17.49886429 -17.49852726 -17.49844007 -17.58439678 -17.10499237
 -16.62574947 -16.62600006 -16.68684188 -16.62721173 -16.6126367 ]"
0,53,9,4,1,-0.01,-0.01,"[3.63534706e-09 3.63496036e-09 3.37230320e-09 3.60918778e-09
 2.31077200e-05 2.55732614e-09 2.55577730e-09 2.38683033e-09
 2.54645995e-09 1.62526146e-05 3.45669933e-09 3.47603790e-09
 3.45835325e-09 3.47594251e-09 2.20952763e-05 3.74231932e-09
 3.75645326e-09 3.75635098e-09 3.39402425e-09 2.38772015e-05
 1.26764503e-01 1.26919147e-01 1.18462546e-01 1.26396613e-01
 5.01371805e-01]","[-18.17174547 -18.17175118 -18.17613943 -18.17213511 -17.62416381
 -18.17207365 -18.17209081 -18.17610863 -18.17229919 -17.62450364
 -18.17456728 -18.17427185 -18.17454222 -18.17427318 -17.62669034
 -18.16997807 -18.16979345 -18.16979477 -18.1757755  -17.62221316
 -17.07331463 -17.07326918 -17.07729988 -17.07348475 -16.98725492]"
