seed,episode,stepaif1_action,aif2_action,aif1_reward,aif2_reward,aif1_q_pi,aif2_q_pi,aif1_G,aif2_G
0,0,29,4,1,-0.01,-0.01,"[0.00075217 0.00075207 0.00070375 0.00074613 0.00360332 0.0021189
 0.00071091 0.00205433 0.00210784 0.01015473 0.0019774  0.00781129
 0.0073204  0.00779919 0.03737282 0.00130219 0.00497456 0.00496743
 0.0046812  0.02380451 0.05736669 0.21830588 0.20952799 0.21656444
 0.17251986]","[0.00485472 0.00519551 0.00234785 0.00519031 0.02506743 0.0032525
 0.00197124 0.00177832 0.0032503  0.01569392 0.00137022 0.00294668
 0.00298608 0.00298517 0.0144033  0.00567178 0.01066571 0.01073556
 0.00482639 0.05180097 0.11611722 0.21181739 0.11439191 0.21216587
 0.16851365]","[-18.73161636 -18.73164057 -18.74572641 -18.73325598 -18.33852912
 -18.50078642 -18.77038898 -18.50659082 -18.50176184 -18.10761685
 -18.57279676 -18.23145602 -18.2449134  -18.23180749 -17.8386619
 -18.59164828 -18.25858562 -18.25891088 -18.27079782 -17.86575432
 -17.79150223 -17.45942532 -17.46745301 -17.461021   -17.51782647]","[-16.98188334 -16.96765059 -17.1599328  -16.96786983 -16.57330523
 -17.01115524 -17.13004139 -17.15618486 -17.01130209 -16.61679258
 -17.16646884 -16.98032139 -16.97776933 -16.9778336  -16.58348261
 -16.91170989 -16.75858192 -16.7577827  -16.9520623  -16.36342034
 -16.27041908 -16.12515749 -16.27392732 -16.12542282 -16.18280145]"
0,0,30,2,3,-0.01,-0.01,"[0.00772217 0.01135759 0.01107749 0.01130484 0.03217407 0.00566028
 0.00430732 0.00559619 0.00564345 0.01603476 0.00885665 0.00968988
 0.00973213 0.00993205 0.02813532 0.00594657 0.0064354  0.0065694
 0.00645408 0.01860975 0.15232652 0.16489141 0.1664296  0.16777864
 0.12733444]","[0.00561228 0.00580274 0.00575148 0.00563258 0.02799782 0.00559318
 0.00559352 0.00551474 0.00530246 0.02698668 0.00577848 0.00559563
 0.00555202 0.00577888 0.02788277 0.00559946 0.00533427 0.00559988
 0.00554064 0.02701894 0.16909774 0.16512407 0.16771427 0.1643883
 0.13420717]","[-17.91718661 -17.82622598 -17.83080852 -17.82706492 -17.5604524
 -17.89839755 -17.96124378 -17.90024347 -17.89890349 -17.63262123
 -17.8789999  -17.85926375 -17.85749705 -17.85389078 -17.58812085
 -17.89015335 -17.87278924 -17.86836402 -17.87126947 -17.60259312
 -17.20458684 -17.18717624 -17.18449081 -17.18331947 -17.2521765 ]","[-19.13483355 -19.12824376 -19.12976664 -19.13411614 -18.73389443
 -19.13489381 -19.13488364 -19.13750043 -19.14599267 -18.74054501
 -19.12855811 -19.13486128 -19.13667281 -19.1285458  -18.73419594
 -19.13478582 -19.1447357  -19.13477212 -19.13664817 -18.74042386
 -18.34242    -18.34697873 -18.34382924 -18.34798954 -18.39996071]"
0,0,31,2,3,-0.01,-0.01,"[0.00564994 0.00583509 0.00580334 0.00583529 0.02760099 0.00405958
 0.00396372 0.00404865 0.00405967 0.01920251 0.00572958 0.0058008
 0.00580976 0.00580945 0.02747963 0.00404992 0.00408922 0.00409457
 0.00408719 0.01936758 0.17150604 0.17317588 0.17291375 0.17342317
 0.13660469]","[0.00529432 0.00544766 0.00544836 0.00527509 0.02629359 0.00735231
 0.00499532 0.00735326 0.00715622 0.0354889  0.00313866 0.00405275
 0.00411415 0.00415306 0.02004547 0.00445289 0.00582149 0.00603106
 0.00603224 0.02911084 0.1345182  0.17367722 0.17808335 0.1753229
 0.1413407 ]","[-18.51205468 -18.50553942 -18.50639923 -18.50553476 -18.11485706
 -18.50910946 -18.51375552 -18.50949296 -18.50910649 -18.11842724
 -18.50916923 -18.50683623 -18.50659305 -18.50660154 -18.11591949
 -18.50952092 -18.50771198 -18.50751853 -18.50773303 -18.11684164
 -17.71699758 -17.7151837  -17.7153769  -17.71497237 -17.77399721]","[-19.1917245  -19.18607323 -19.18605186 -19.19244586 -18.79166662
 -19.11118489 -19.20245489 -19.11116337 -19.11624846 -18.71676287
 -19.22351909 -19.16311391 -19.15975237 -19.15830668 -18.76389698
 -19.22260939 -19.1590407  -19.15190232 -19.1518632  -18.75748439
 -18.42951202 -18.36912854 -18.36421813 -18.36689822 -18.42175034]"
0,0,32,4,0,-0.01,0.2,"[0.00574859 0.00578089 0.00576917 0.00578096 0.0276114  0.00407706
 0.00405846 0.00407265 0.00407709 0.01947317 0.00575722 0.00577498
 0.00577713 0.005777   0.02759267 0.00407261 0.00408153 0.00408282
 0.00407961 0.01950067 0.17234811 0.17272624 0.1725864  0.17278761
 0.13660597]","[0.00554179 0.00560814 0.00560847 0.00553183 0.02706266 0.00587211
 0.00549295 0.00587247 0.00580182 0.02833613 0.00385706 0.00400459
 0.00402137 0.00404049 0.01949781 0.00543611 0.00566322 0.00574135
 0.00574172 0.02770513 0.1640889  0.17036928 0.17194616 0.17069438
 0.13646406]","[-19.23243228 -19.23148156 -19.23176846 -19.23148006 -18.8389447
 -19.23198666 -19.23273193 -19.23212763 -19.23198569 -18.83945191
 -19.23214954 -19.23164802 -19.23160162 -19.23160455 -18.83906917
 -19.23216513 -19.23181688 -19.23177992 -19.2318716  -18.83924551
 -18.44022641 -18.43987811 -18.43998354 -18.43983652 -18.49811103]","[-19.25542718 -19.2532586  -19.25324971 -19.25576247 -18.85888593
 -19.24389454 -19.2581457  -19.24388535 -19.24600266 -18.84952517
 -19.2598603  -19.2517534  -19.25088858 -19.25017196 -18.85579918
 -19.26015744 -19.25122328 -19.24869248 -19.24868158 -18.85432285
 -18.46742565 -18.45931496 -18.45768818 -18.45887887 -18.51523104]"
0,0,33,4,3,-0.01,0.2,"[0.00929152 0.00930574 0.00925648 0.00930574 0.0263213  0.00657015
 0.00656163 0.00654037 0.00657043 0.01858368 0.00926021 0.00927115
 0.00926605 0.00927273 0.02622784 0.00655918 0.00656353 0.0065643
 0.0065402  0.01856721 0.1648344  0.16494108 0.16420727 0.16496597
 0.12465184]","[0.00579047 0.00579027 0.00579114 0.0056554  0.02794091 0.00408878
 0.0040838  0.00408966 0.00400389 0.0197304  0.00405581 0.00406358
 0.00399469 0.00406352 0.01960843 0.00569037 0.00571283 0.00571271
 0.00569251 0.02756679 0.17297313 0.17331182 0.17333819 0.16969766
 0.13755325]","[-18.0616436  -18.06143695 -18.06232639 -18.06142099 -17.79598256
 -18.06169809 -18.06186328 -18.06245648 -18.06167971 -17.7962435
 -18.06217231 -18.06200344 -18.06207161 -18.06198776 -17.79653415
 -18.06196563 -18.06187946 -18.06187137 -18.06245667 -17.79641585
 -17.3799337  -17.37985112 -17.38060617 -17.37982711 -17.44946678]","[-19.25977489 -19.2597801  -19.25970741 -19.2644104  -18.86541032
 -19.26020497 -19.26034376 -19.26012588 -19.26431077 -18.865835
 -19.26167652 -19.26141839 -19.26466469 -19.26142011 -18.86705105
 -19.26280392 -19.26218036 -19.26218282 -19.26274547 -18.8678121
 -18.46875783 -18.46850275 -18.46843179 -18.47262102 -18.52603897]"
0,0,34,4,3,-0.01,0.2,"[0.00928043 0.00928642 0.00927182 0.00928589 0.02582609 0.00656255
 0.00655858 0.00655428 0.00656235 0.01825072 0.00927192 0.00927735
 0.00927459 0.00927807 0.02580299 0.00655872 0.00656092 0.00656138
 0.00655401 0.01824746 0.16529951 0.16535424 0.16515535 0.16536107
 0.12400329]","[0.00547139 0.00552013 0.00552038 0.00546774 0.026641   0.00385941
 0.00329922 0.00385954 0.00385004 0.01862621 0.00343935 0.0042555
 0.0042295  0.00423371 0.02043278 0.00487039 0.006092   0.00605817
 0.00605909 0.02923759 0.14611127 0.1807869  0.17989163 0.17940868
 0.14277838]","[-18.85972725 -18.8596504  -18.8598744  -18.85965271 -18.59783585
 -18.85974191 -18.85981167 -18.85991956 -18.85974199 -18.59792896
 -18.85985727 -18.85978094 -18.85981462 -18.85977571 -18.59796004
 -18.85981823 -18.85977904 -18.85977263 -18.85992398 -18.59795982
 -18.17629993 -18.17626168 -18.17643446 -18.17625505 -18.24755106]","[-19.22537254 -19.22380565 -19.22379903 -19.22548183 -18.829413
 -19.21990485 -19.2552383  -19.21990018 -19.22009413 -18.8255115
 -19.24861496 -19.19968709 -19.2008599  -19.20092662 -18.8065318
 -19.24820235 -19.19674043 -19.19811321 -19.19808343 -18.80372198
 -18.45647508 -18.40754676 -18.40875992 -18.40897732 -18.46629219]"
0,0,35,0,4,1.0,1.0,"[0.00927902 0.0092823  0.00927568 0.00928186 0.02545998 0.00656146
 0.00655915 0.00655795 0.00656129 0.01799715 0.0092756  0.0092789
 0.00927708 0.00927939 0.02545203 0.00655945 0.00656083 0.00656111
 0.00655774 0.01799616 0.16570392 0.16573896 0.16565603 0.16574104
 0.12354594]","[0.00570061 0.00571551 0.0057156  0.00569819 0.02758151 0.00406505
 0.00400509 0.00406509 0.00405921 0.01961672 0.00401205 0.00408846
 0.00408365 0.00408732 0.01972428 0.00566848 0.00578823 0.00578689
 0.00578707 0.02792594 0.16999206 0.17323423 0.17319468 0.17294113
 0.13746296]","[-19.01061855 -19.0105799  -19.01067049 -19.01058312 -18.75184581
 -19.01062532 -19.01066295 -19.01069176 -19.01062631 -18.75189098
 -19.01066718 -19.01062422 -19.0106458  -19.01062026 -18.75188574
 -19.01066063 -19.01063754 -19.01063396 -19.01069468 -18.75189968
 -18.32601193 -18.32598865 -18.32605246 -18.32598678 -18.39863082]","[-19.26358182 -19.26318308 -19.26318114 -19.26364934 -18.86880494
 -19.26241898 -19.26520993 -19.26241764 -19.26260201 -18.86804201
 -19.26495037 -19.26126511 -19.26144096 -19.26134784 -18.86697006
 -19.26502283 -19.26092261 -19.26100292 -19.26099826 -18.86662521
 -18.47331777 -18.46962914 -18.46970546 -18.4698846  -18.52723857]"
0,1,0,3,0,-0.01,-0.01,"[0.01541727 0.01541858 0.01541168 0.0154182  0.04258587 0.01090258
 0.01090124 0.01089906 0.01090239 0.03011275 0.01541302 0.01541766
 0.01541443 0.01541762 0.04258381 0.01090001 0.01090189 0.01090188
 0.01089821 0.0301109  0.13261767 0.13264146 0.13259925 0.13263815
 0.1135744 ]","[0.02922021 0.07504398 0.07474572 0.0533189  0.05938151 0.03074417
 0.01577045 0.03072473 0.0223993  0.02433583 0.03151668 0.03519312
 0.02876386 0.03685128 0.02916562 0.03841524 0.04412532 0.04734174
 0.04525375 0.03746837 0.04370193 0.04901719 0.05124394 0.03792794
 0.02832922]","[-18.01442808 -18.01440873 -18.01446291 -18.01440992 -17.75464224
 -18.0144181  -18.01442814 -18.01445594 -18.0144181  -17.7546516
 -18.01445475 -18.01442291 -18.01444342 -18.0144231  -17.75465315
 -18.01443866 -18.01442201 -18.014422   -18.01445971 -17.75465485
 -17.40127633 -17.40125981 -17.4012956  -17.40126079 -17.43902137]","[-17.4798002  -17.25611165 -17.25662408 -17.33422459 -17.31220933
 -17.43263273 -17.58666715 -17.43240262 -17.50462839 -17.48864495
 -17.40902749 -17.38560598 -17.43025887 -17.3751792  -17.43122795
 -17.43937909 -17.40955577 -17.393292   -17.4019564  -17.44934044
 -17.34915886 -17.32475789 -17.31433377 -17.38303897 -17.46063734]"
0,1,1,1,1,-0.01,-0.01,"[0.0031032  0.00310383 0.00310396 0.0031028  0.02274124 0.00219555
 0.00219382 0.00219563 0.00219514 0.01608633 0.00310366 0.00310665
 0.00310576 0.00310666 0.02276154 0.0031023  0.00310576 0.00310576
 0.00310588 0.02275508 0.16510268 0.16525796 0.16525911 0.16522594
 0.20877377]","[0.00331851 0.00331811 0.00330709 0.00298195 0.01734323 0.01107739
 0.00455334 0.01104614 0.01036553 0.05791457 0.00188936 0.00374678
 0.00358778 0.00375026 0.01960128 0.00278181 0.00602382 0.00603039
 0.00589483 0.03151939 0.08763113 0.17348445 0.1732954  0.16589685
 0.18964062]","[-18.29573538 -18.29571511 -18.29570737 -18.29575099 -17.79259466
 -18.29567463 -18.29577779 -18.29566801 -18.29569118 -17.79255595
 -18.29573838 -18.29560282 -18.29563438 -18.29560597 -17.79248999
 -18.29578316 -18.29562428 -18.29562739 -18.2956204  -17.79251032
 -17.24097971 -17.24084913 -17.24085103 -17.24086898 -17.18024203]","[-18.86182417 -18.86184584 -18.86240231 -18.88530315 -18.44174852
 -18.58443044 -18.80182531 -18.58483113 -18.59871606 -18.16427152
 -18.91388587 -18.74812247 -18.75674422 -18.74791949 -18.32783394
 -18.90639933 -18.71925673 -18.71901861 -18.72316535 -18.29892714
 -17.96931673 -17.80400153 -17.80404674 -17.81322126 -17.77971589]"
0,1,2,1,2,-0.01,-0.01,"[3.06659601e-03 3.29564355e-03 5.33606851e-04 3.27366850e-03
 2.82571530e-02 3.01380082e-03 3.01382762e-03 4.82124819e-04
 2.97920338e-03 2.58400485e-02 6.27614390e-05 5.93411400e-05
 6.18512182e-05 6.27664042e-05 5.38146602e-04 1.36324282e-03
 1.28009811e-03 1.36339473e-03 2.37360342e-04 1.16880986e-02
 2.03144282e-01 1.93133830e-01 3.27060662e-02 2.01937963e-01
 2.78605123e-01]","[0.00171575 0.00187483 0.00187244 0.00184052 0.01525932 0.00267162
 0.00267186 0.00266705 0.00255993 0.02174428 0.00196916 0.00173513
 0.00192752 0.00196846 0.01602149 0.00285698 0.00244264 0.00285583
 0.00281922 0.02324383 0.1710002  0.15056592 0.17068999 0.16751585
 0.2275102 ]","[-17.63175337 -17.61691369 -18.07001246 -17.61818996 -17.07730405
 -17.63577831 -17.63577733 -18.09185338 -17.63810087 -17.09617395
 -18.51179741 -18.52339482 -18.51445764 -18.51178271 -17.97218217
 -17.81175326 -17.82459143 -17.81173307 -18.24374098 -17.27215745
 -16.53099786 -16.54111296 -16.98549617 -16.53214213 -16.45076795]","[-18.90564917 -18.88632123 -18.88649273 -18.8897602  -18.3585365
 -18.88463583 -18.88462075 -18.88490102 -18.89340908 -18.35685293
 -18.87536916 -18.90357735 -18.87930556 -18.87543655 -18.34765051
 -18.86921129 -18.90433766 -18.86928959 -18.87156013 -18.34150367
 -17.78998896 -17.81830778 -17.79025387 -17.79384297 -17.71692108]"
0,1,3,4,4,-0.01,-0.01,"[0.00057432 0.00072016 0.00059815 0.00068811 0.00636919 0.00229103
 0.0022917  0.00053428 0.00214567 0.02026199 0.00269565 0.00058447
 0.00254438 0.00269213 0.02380925 0.00575235 0.00426456 0.00574518
 0.00440593 0.05080979 0.17541738 0.13239895 0.13935384 0.16783403
 0.24521749]","[2.53812240e-04 8.84632638e-04 6.89083269e-04 8.83246909e-04
 7.73291241e-03 9.72260491e-04 4.54877061e-04 7.00567046e-04
 9.70823418e-04 8.49886581e-03 2.17977523e-03 9.59629848e-04
 3.12562512e-03 3.12867726e-03 2.73489877e-02 2.96911579e-03
 1.33941951e-03 4.05344678e-03 2.88401781e-03 3.54326182e-02
 1.56010321e-01 6.88190654e-02 1.65373229e-01 2.10910422e-01
 2.93424569e-01]","[-18.64467828 -18.593171   -18.6351212  -18.6026768  -18.04691897
 -18.34386886 -18.34380481 -18.70655887 -18.35809646 -17.79761818
 -18.3034381  -18.68433197 -18.31528341 -18.3037382  -17.75748823
 -18.08474686 -18.15372288 -18.08503607 -18.1458003  -17.53878891
 -17.21911167 -17.28400724 -17.27185549 -17.22836144 -17.13454872]","[-17.24451527 -16.94055717 -16.99659369 -16.94087675 -16.39676363
 -16.97721115 -17.15941267 -17.05169315 -16.97751407 -16.43341941
 -16.80154147 -17.00301269 -16.71341429 -16.7132021  -16.16940917
 -16.73671906 -16.93252302 -16.66114818 -16.73856232 -16.11735621
 -15.68951228 -15.89079744 -15.67043126 -15.6162607  -15.53281846]"
0,1,4,3,3,-0.01,-0.01,"[0.003016   0.00333339 0.00320749 0.00328111 0.01578024 0.00663191
 0.0060547  0.00621581 0.00643616 0.03139428 0.00568752 0.00522533
 0.0057098  0.00581558 0.02753056 0.00677372 0.00621024 0.00683726
 0.00652483 0.03236685 0.16288377 0.15117768 0.15842724 0.16122613
 0.17225241]","[0.00390022 0.00395437 0.00395289 0.00394603 0.01866045 0.00561175
 0.00555628 0.00560855 0.00558691 0.02648065 0.00396807 0.00392298
 0.00396039 0.00397189 0.0187432  0.00563884 0.00556094 0.00564563
 0.00563032 0.02664203 0.16536807 0.16347964 0.16546371 0.1651728
 0.17357341]","[-18.93600754 -18.91455636 -18.92242777 -18.9174346  -18.52092893
 -18.84272999 -18.86216642 -18.85620018 -18.84855939 -18.44911134
 -18.87516223 -18.89361425 -18.87356192 -18.87036629 -18.47674204
 -18.83863071 -18.85770597 -18.83696223 -18.84632728 -18.44334005
 -17.9668452  -17.98316214 -17.97248276 -17.96879849 -17.95232422]","[-18.88769686 -18.8851718  -18.88521444 -18.88546399 -18.49223497
 -18.88433719 -18.8861055  -18.88440895 -18.88503294 -18.49140839
 -18.88449042 -18.88665038 -18.88475488 -18.88435618 -18.49141823
 -18.88351856 -18.88615955 -18.88334435 -18.88372246 -18.4904018
 -17.96913645 -17.97130475 -17.96904732 -17.96929008 -17.9559975 ]"
0,1,5,4,2,-0.01,-0.01,"[9.51247253e-04 1.65182099e-03 1.65256009e-03 2.86493611e-04
 1.47172793e-02 3.78785973e-03 1.96081484e-03 3.79000421e-03
 6.91431136e-04 3.37486139e-02 1.28939640e-03 1.04108407e-03
 2.60504663e-04 1.35959376e-03 1.21130577e-02 6.15097575e-05
 5.08824535e-05 6.73185444e-05 6.73462252e-05 5.99788615e-04
 2.01756745e-01 1.66708777e-01 2.12699672e-01 3.92851882e-02
 2.99401012e-01]","[0.00176325 0.00176876 0.00176877 0.00176745 0.01572361 0.00250264
 0.00249623 0.00250266 0.00249911 0.02224762 0.00177007 0.00176593
 0.00176953 0.00177047 0.01573887 0.00250385 0.00249631 0.00250448
 0.00250453 0.02226385 0.16468594 0.16430058 0.16472782 0.16459615
 0.23156151]","[-18.01318888 -17.8830381  -17.88295704 -18.31940883 -17.33528364
 -17.76328798 -17.92203658 -17.76317693 -18.186769   -17.21553465
 -18.00930162 -18.0579611  -18.40626725 -17.99717996 -17.44943584
 -18.70409331 -18.74729983 -18.68273523 -18.6826495  -18.13498152
 -16.72121274 -16.76448366 -16.70921376 -17.12977899 -16.62312203]","[-19.41669145 -19.41620546 -19.41620486 -19.41629633 -18.86889927
 -19.41608707 -19.41648211 -19.41608616 -19.41627991 -18.86878051
 -19.41609545 -19.41647034 -19.41612857 -19.41607    -18.86876355
 -19.41600219 -19.4164908  -19.41597163 -19.41596895 -18.86866655
 -18.31750384 -18.3178776  -18.31747473 -18.31757097 -18.23169312]"
0,1,6,2,3,0.2,-0.01,"[0.00385522 0.00387951 0.00385961 0.00386338 0.01840107 0.00553806
 0.00550349 0.00549454 0.00550267 0.02626782 0.00551743 0.00548357
 0.00548971 0.00552274 0.02619513 0.00553784 0.00550511 0.00554241
 0.00550117 0.02628846 0.16294256 0.16230036 0.16219766 0.16234828
 0.17146216]","[0.00165312 0.00173416 0.00159988 0.00173355 0.01550947 0.00250663
 0.00240941 0.00226558 0.00250562 0.02241836 0.00236119 0.00224556
 0.00237344 0.00237353 0.0212279  0.00265976 0.00256497 0.00267428
 0.00237908 0.02391706 0.16574112 0.1600423  0.15337497 0.16643579
 0.23529325]","[-19.00657868 -19.0055556  -19.00639936 -19.00622372 -18.61152823
 -19.00368807 -19.00471333 -19.0050247  -19.00475374 -18.60966068
 -19.00433873 -19.00540568 -19.00519078 -19.00420563 -18.61017823
 -19.00365189 -19.00467595 -19.0035485  -19.00480367 -18.60952112
 -18.08870484 -18.08936478 -18.08947564 -18.08931209 -18.07493753]","[-19.40314361 -19.39389508 -19.41055027 -19.39395613 -18.84541634
 -19.38862651 -19.39626873 -19.40971711 -19.3886985  -18.84014541
 -19.40047202 -19.41061451 -19.39951594 -19.39950963 -18.85102846
 -19.37693529 -19.38402424 -19.37599289 -19.40067408 -18.8275183
 -18.29047126 -18.29731012 -18.30657631 -18.28976377 -18.20276865]"
0,1,7,4,0,0.5,-0.01,"[0.00175781 0.00176226 0.00175986 0.00176228 0.01572607 0.00249576
 0.00248834 0.00249038 0.00249578 0.0222716  0.00249282 0.00248795
 0.00249342 0.00249338 0.02225034 0.00176285 0.00176063 0.0017632
 0.00176144 0.01573439 0.16456243 0.16435227 0.16436317 0.16459986
 0.23211172]","[0.001754   0.00175604 0.00175605 0.00175493 0.01574713 0.00248443
 0.00248179 0.00248444 0.0024818  0.02227884 0.0017563  0.00175492
 0.00175565 0.00175647 0.015751   0.00248372 0.00248081 0.00248399
 0.00248402 0.02227487 0.16434444 0.16421503 0.16436391 0.1642526
 0.23286281]","[-19.42658966 -19.42620945 -19.42639951 -19.42620853 -18.87814522
 -19.42594595 -19.42641225 -19.4262614  -19.42594466 -18.87788224
 -19.42611685 -19.42641678 -19.42608766 -19.42608984 -18.87802629
 -19.42616976 -19.42635644 -19.42614858 -19.42627805 -18.87808471
 -18.32709777 -18.32728597 -18.3272705  -18.32707241 -18.24060923]","[-19.21294871 -19.21279249 -19.21279206 -19.21287044 -18.66381491
 -19.21271865 -19.21286208 -19.21271802 -19.21285887 -18.66374165
 -19.21277832 -19.21288714 -19.21282307 -19.21276915 -18.66379142
 -19.2127493  -19.21291751 -19.21273786 -19.21273657 -18.66376164
 -18.11349161 -18.1135995  -18.11347971 -18.11356251 -18.02600943]"
0,1,8,1,4,0.2,-0.01,"[0.00652471 0.00655477 0.00461049 0.00660584 0.01630157 0.00954834
 0.0094753  0.00662249 0.00963125 0.02374579 0.0082252  0.00815275
 0.00816387 0.00823668 0.02048369 0.00538986 0.00539008 0.00539509
 0.00414238 0.01341747 0.18593892 0.18588937 0.13091863 0.18756834
 0.12306713]","[0.00568879 0.00568694 0.00568701 0.00566952 0.0297303  0.0056904
 0.00568691 0.00569046 0.00567519 0.02974817 0.00401648 0.00401941
 0.00400945 0.00401815 0.02100627 0.00567251 0.00567883 0.00567674
 0.005674   0.02967754 0.15811901 0.15819611 0.15818504 0.15776616
 0.17333063]","[-18.66497987 -18.66456006 -18.74737765 -18.66269411 -18.43032075
 -18.65855703 -18.65966104 -18.74463097 -18.6564272  -18.42432513
 -18.70751824 -18.7091121  -18.70884219 -18.70731023 -18.47307984
 -18.70213489 -18.70181567 -18.70200076 -18.76320597 -18.46776157
 -17.91291266 -17.91264375 -17.99557505 -17.91091134 -18.01472036]","[-18.62574345 -18.62580716 -18.62579831 -18.62629601 -18.20462693
 -18.62575359 -18.62582436 -18.62574497 -18.6261749  -18.20457483
 -18.62600449 -18.62589672 -18.62628709 -18.62595843 -18.20477683
 -18.62617374 -18.62600746 -18.62608009 -18.62613981 -18.20489488
 -17.71398855 -17.71393134 -17.71393916 -17.71436173 -17.68787422]"
0,1,9,0,0,-0.01,0.2,"[0.00318377 0.0031869  0.00310481 0.00318878 0.01014742 0.00451324
 0.0045133  0.00438598 0.004516   0.01437055 0.00443583 0.00442038
 0.00442432 0.00443575 0.01412398 0.0031622  0.00315701 0.00316216
 0.00309851 0.01006876 0.19357195 0.19325211 0.18857613 0.19367597
 0.12132418]","[1.55926698e-03 9.55991343e-03 9.53256512e-03 8.60043636e-03
 2.14386388e-02 2.31620270e-04 2.25272866e-04 2.30665290e-04
 2.09653116e-04 5.19421596e-04 7.77061140e-03 1.35356090e-03
 7.38564015e-03 7.93860141e-03 1.78041993e-02 1.10378335e-02
 1.90142401e-03 1.14032948e-02 1.10359423e-02 2.55737740e-02
 2.21386357e-01 3.89152756e-02 2.25753979e-01 2.09548239e-01
 1.49083814e-01]","[-18.05465832 -18.05456074 -18.05977923 -18.05441363 -17.75830453
 -18.05413653 -18.05413613 -18.05986865 -18.05397644 -17.75788132
 -18.05723482 -18.05777983 -18.05762794 -18.05723712 -17.76097921
 -18.05615126 -18.05635978 -18.05615281 -18.06009734 -17.75989379
 -17.17838837 -17.17858931 -17.18360985 -17.17824787 -17.2938068 ]","[-17.8902595  -17.43827459 -17.43868367 -17.46094136 -17.22836742
 -18.31876391 -18.32408308 -18.31942927 -18.34036023 -18.10885583
 -17.4406239  -17.8784973  -17.45095009 -17.43618743 -17.22625924
 -17.43690293 -17.87794224 -17.43007924 -17.43629073 -17.22015849
 -16.69967323 -17.13541817 -16.69546375 -16.71128017 -16.79805249]"
0,1,10,1,1,0.2,-0.01,"[0.00544952 0.00544932 0.0054215  0.00544923 0.02378782 0.00546797
 0.00544833 0.00544512 0.00546782 0.02386937 0.00542514 0.005444
 0.00543941 0.00544387 0.02376379 0.00384399 0.00385359 0.00385348
 0.00384037 0.01682159 0.17519173 0.17562802 0.17490668 0.17563165
 0.12965668]","[0.00514871 0.0051484  0.0051434  0.00504096 0.02104599 0.00356154
 0.00309094 0.00355904 0.00354211 0.01455788 0.00320883 0.00392812
 0.00389886 0.00392626 0.01604887 0.00454903 0.00569772 0.00569466
 0.0056629  0.02327688 0.15442393 0.18905315 0.1888055  0.18783206
 0.13415426]","[-17.27225942 -17.27226502 -17.27312609 -17.27225598 -16.89941325
 -17.27179719 -17.2723639  -17.27248354 -17.27178854 -16.89894371
 -17.27298548 -17.27243699 -17.27254468 -17.2724414  -16.89959209
 -17.27271735 -17.27233781 -17.27234233 -17.27288205 -16.89948972
 -16.46034747 -16.45997449 -16.46065134 -16.45995715 -16.53384897]","[-18.58669921 -18.58670932 -18.58684656 -18.5907956  -18.22901978
 -18.58578052 -18.61764915 -18.58586651 -18.58654565 -18.22810958
 -18.61162015 -18.5653011  -18.5663546  -18.56539596 -18.20772267
 -18.61125802 -18.55967026 -18.55977824 -18.56056251 -18.20210919
 -17.78601961 -17.73971783 -17.73991665 -17.74063545 -17.82322992]"
0,1,11,0,2,-0.01,-0.01,"[0.00402838 0.00403539 0.0040106  0.00403459 0.01884122 0.00570777
 0.00570796 0.00566335 0.00570621 0.02665031 0.00569579 0.00567297
 0.00568082 0.00569568 0.0265939  0.00402983 0.00401995 0.00402977
 0.00400643 0.0188151  0.17442086 0.17397717 0.17333794 0.17437545
 0.13526258]","[0.00509851 0.00669933 0.00668736 0.00663987 0.03079203 0.00527933
 0.00527966 0.00527096 0.00516014 0.02426603 0.00405311 0.00334223
 0.00401545 0.00405413 0.01863407 0.00589044 0.00474709 0.00589235
 0.00584192 0.02708258 0.17785073 0.14661166 0.17764987 0.17654795
 0.13661321]","[-19.19183102 -19.19158892 -19.19265301 -19.19160265 -18.80373053
 -19.19142685 -19.19142214 -19.19280117 -19.19145381 -18.80356194
 -19.19179678 -19.19243627 -19.19219508 -19.19179919 -18.80393395
 -19.1918016  -19.19216912 -19.19180333 -19.1927785  -18.80394349
 -18.39382471 -18.394201   -18.39489512 -18.39384743 -18.45619964]","[-19.20139037 -19.13822518 -19.1385006  -19.13959386 -18.75367169
 -19.19276236 -19.19275248 -19.19302033 -19.1972035  -18.80820235
 -19.17144499 -19.21536148 -19.17286345 -19.17139325 -18.78683795
 -19.16536883 -19.2145401  -19.1653025  -19.16665933 -18.78075201
 -18.36993224 -18.41387837 -18.37008393 -18.37102643 -18.43448376]"
