seed,episode,stepaif1_action,aif2_action,aif1_reward,aif2_reward,aif1_q_pi,aif2_q_pi,aif1_G,aif2_G
0,2,13,4,1,-1.0,-1.0,"[0.00240092 0.00241096 0.002411   0.00240437 0.02168024 0.00173199
 0.00164536 0.00173201 0.00173141 0.01557446 0.00165701 0.00177621
 0.00177312 0.00177298 0.01594288 0.00234267 0.00252067 0.00251552
 0.00251569 0.02261986 0.15541176 0.16659019 0.16629465 0.1662337
 0.23631037]","[0.00174317 0.00174358 0.00174206 0.00172978 0.01561706 0.00246691
 0.00246696 0.00246366 0.00244542 0.02209602 0.00247505 0.00247308
 0.00244686 0.00247504 0.02216881 0.00245258 0.00245005 0.00245256
 0.00244983 0.02196804 0.1630994  0.16303009 0.16295309 0.16180682
 0.23078407]","[-19.41644036 -19.41575799 -19.41575619 -19.41617004 -18.86628856
 -19.41337181 -19.42413696 -19.41337055 -19.41332735 -18.86390612
 -19.42287856 -19.40790897 -19.40822938 -19.40833697 -18.85887374
 -19.42283144 -19.40703945 -19.40752626 -19.40751404 -18.85806379
 -18.32334527 -18.3083805  -18.30880252 -18.30875376 -18.2207028 ]","[-19.36144019 -19.36142662 -19.36154337 -19.36285146 -18.81266356
 -19.36130096 -19.36129822 -19.36148599 -19.36287296 -18.81253515
 -19.36065949 -19.36074738 -19.36278049 -19.36066012 -18.81189458
 -19.36224883 -19.36238482 -19.36224946 -19.36240231 -18.81347751
 -18.26214249 -18.26217942 -18.26226139 -18.26356491 -18.17494445]"
0,3,0,1,0,-0.01,-0.01,"[0.00464941 0.00492771 0.00461376 0.00404276 0.02298581 0.0038759
 0.00296114 0.0037019  0.0033228  0.01807936 0.00233113 0.00325069
 0.00165776 0.00326115 0.0152119  0.00560986 0.00792224 0.00797944
 0.00305674 0.03722166 0.13297646 0.18276615 0.1752699  0.15680303
 0.19152134]","[2.08085701e-03 2.10554066e-03 2.05402459e-03 3.90359274e-04
 1.82692463e-02 2.93072988e-03 2.93045378e-03 2.83283109e-03
 5.45424133e-04 2.54278047e-02 5.44489705e-03 5.32253822e-03
 8.92834577e-04 5.44447761e-03 4.72426497e-02 1.23850982e-04
 1.21803570e-04 1.23839325e-04 1.21783580e-04 1.07452361e-03
 1.93312065e-01 1.90165024e-01 1.88509992e-01 3.58684134e-02
 2.66664035e-01]","[-17.44502687 -17.43353159 -17.44869043 -17.47702747 -17.04323119
 -17.41284446 -17.47302237 -17.42324873 -17.44612482 -17.02254631
 -17.54628576 -17.46993468 -17.62588909 -17.46962465 -17.07932541
 -17.37027802 -17.29073528 -17.2895158  -17.51731273 -16.89921035
 -16.54165044 -16.46867169 -16.47856738 -16.50213444 -16.45634269]","[-17.53503641 -17.53300892 -17.53778613 -17.94719252 -16.99083105
 -17.53645247 -17.53647357 -17.54312049 -17.94975829 -16.99428587
 -17.31515018 -17.31931593 -17.7631684  -17.31516172 -16.77297229
 -18.21188369 -18.21493713 -18.21189816 -18.2150122  -17.66971976
 -16.4357936  -16.4386996  -16.44063321 -16.84977099 -16.35434819]"
0,3,1,3,4,-0.01,-0.01,"[0.00245984 0.00265299 0.00248401 0.00262842 0.02348885 0.00267825
 0.0026791  0.00243809 0.00263519 0.02371213 0.00490557 0.00446057
 0.00188093 0.00490568 0.04343345 0.00105212 0.00100848 0.00105187
 0.00056836 0.00931295 0.16274565 0.15479225 0.15255917 0.1615691
 0.227897  ]","[0.00270492 0.00270437 0.00272967 0.0018296  0.02401703 0.00271453
 0.00261243 0.00273826 0.00192129 0.02410755 0.0014845  0.00151713
 0.00117148 0.00151688 0.01347115 0.00220518 0.00233414 0.00233434
 0.00231945 0.02073058 0.16899128 0.17325553 0.17472345 0.12266948
 0.24319578]","[-17.19006954 -17.17402263 -17.18803408 -17.17547202 -16.62752561
 -17.17000298 -17.16993634 -17.1904314  -17.17316258 -16.62350957
 -17.03054894 -17.05091146 -17.26576915 -17.03055104 -16.48405452
 -17.29965681 -17.30821317 -17.29971179 -17.44771559 -16.75321587
 -16.09099855 -16.10119989 -16.10477777 -16.09201154 -16.00609287]","[-17.30310686 -17.30314794 -17.30091951 -17.39513444 -16.75604317
 -17.30299027 -17.31056949 -17.30091302 -17.38414457 -16.75588212
 -17.35313135 -17.34912132 -17.40891313 -17.34915735 -16.80205232
 -17.36360664 -17.35173105 -17.35171527 -17.35275905 -16.80461343
 -16.21553864 -16.21087547 -16.20888144 -16.29198903 -16.12544267]"
0,3,2,4,3,-0.01,-0.01,"[0.0022083  0.00234917 0.00234722 0.00133543 0.02098342 0.00486135
 0.00295111 0.0048574  0.00354148 0.04342329 0.00286994 0.00397988
 0.00319015 0.00420319 0.03754478 0.00128959 0.00249455 0.00273422
 0.00273501 0.02442278 0.11713095 0.16183599 0.16992034 0.13686899
 0.23992145]","[0.00577582 0.00888793 0.00892117 0.00748097 0.04210203 0.00537896
 0.00525662 0.00539284 0.00394594 0.02548027 0.00349747 0.00260372
 0.00323467 0.00358079 0.0169623  0.00599895 0.00363853 0.00624349
 0.00613923 0.02957555 0.1680285  0.12516625 0.17291259 0.15273033
 0.18106506]","[-18.92671512 -18.91378363 -18.91396242 -19.04859331 -18.36553611
 -18.74946173 -18.86818866 -18.74963689 -18.82338022 -18.2012116
 -18.87338574 -18.79520669 -18.8475998  -18.78373261 -18.23548028
 -19.057365   -18.89569642 -18.87581751 -18.87575679 -18.32756955
 -17.87790015 -17.80060991 -17.79050034 -17.84016979 -17.70376184]","[-17.37350518 -17.27160028 -17.27041245 -17.31086831 -16.87784986
 -17.39033623 -17.3945757  -17.38943735 -17.46231471 -16.99658409
 -17.3958818  -17.46568725 -17.41353682 -17.39130431 -16.99755249
 -17.35567743 -17.47600501 -17.34759221 -17.35049321 -16.95384027
 -16.45104377 -16.52069048 -16.44508114 -16.47307188 -16.43264324]"
0,3,3,0,4,-0.01,-0.01,"[0.00561941 0.00587126 0.00455369 0.00481097 0.02787316 0.00676993
 0.00601091 0.00567637 0.00614868 0.03214149 0.0050213  0.00571972
 0.0054436  0.0060386  0.02866932 0.00518427 0.00615241 0.00652886
 0.00522426 0.03099571 0.15310163 0.16120181 0.14359568 0.15629749
 0.17534947]","[0.0024097  0.00252682 0.00252689 0.00251467 0.022534   0.00243896
 0.00242418 0.00243902 0.0024254  0.02174999 0.00174803 0.00169926
 0.00175344 0.00175625 0.01566198 0.00247222 0.00239968 0.00248985
 0.00248998 0.02220472 0.16336008 0.15879648 0.1641476  0.16371673
 0.23131406]","[-18.85062911 -18.84195222 -18.90006428 -18.88692309 -18.44774329
 -18.81103416 -18.83689716 -18.85044307 -18.83157706 -18.41680954
 -18.87865097 -18.84845807 -18.85989624 -18.83736922 -18.4431453
 -18.87089439 -18.83071097 -18.81855847 -18.86930878 -18.42434431
 -17.95538656 -17.94380077 -17.97047352 -17.95068352 -17.92355587]","[-19.36230718 -19.35243124 -19.35242751 -19.35316626 -18.80449427
 -19.35940076 -19.3604313  -19.35939706 -19.36032011 -18.81146933
 -19.35708276 -19.36300012 -19.35649091 -19.35630907 -18.80837468
 -19.35680539 -19.3630895  -19.3555818  -19.3555737  -18.80764095
 -18.25777739 -18.26370177 -18.25698779 -18.25733738 -18.17067912]"
0,3,4,0,1,-0.01,-0.01,"[0.00248328 0.00248316 0.0024269  0.00243202 0.02218145 0.00175078
 0.0017445  0.00171865 0.0017234  0.01563931 0.00245326 0.00247631
 0.00242153 0.0024762  0.02211945 0.00245976 0.00248426 0.00248414
 0.00241959 0.02219058 0.16320081 0.16409545 0.16104932 0.16149247
 0.23159344]","[0.00550076 0.00553739 0.00553724 0.00549141 0.02627117 0.00550868
 0.00550053 0.00550858 0.00545088 0.0261349  0.00388309 0.00386996
 0.0038651  0.00388729 0.01844253 0.00548586 0.00545316 0.00549736
 0.00549007 0.0260809  0.16286362 0.16228847 0.16304807 0.16191933
 0.17148366]","[-19.41645183 -19.41645974 -19.42091372 -19.42046448 -18.8682021
 -19.41740952 -19.41793658 -19.42096197 -19.42038522 -18.86915207
 -19.41849082 -19.41687808 -19.42122963 -19.41688472 -18.86862505
 -19.41796315 -19.41624306 -19.41624956 -19.42145219 -18.86798864
 -18.31848269 -18.31762195 -18.32120602 -18.32063125 -18.23097807]","[-17.67632902 -17.67520991 -17.67518485 -17.67665572 -17.28113345
 -17.67606027 -17.67624806 -17.67603549 -17.67795203 -17.2819843
 -17.67670311 -17.67729489 -17.67751398 -17.67656809 -17.28249196
 -17.67671449 -17.67781821 -17.67641318 -17.67657905 -17.2823399
 -16.76010283 -16.76071943 -16.75993847 -16.76115601 -16.74623572]"
0,3,5,4,4,-0.01,-0.01,"[0.00247101 0.00247091 0.00242753 0.00243053 0.02214556 0.00174306
 0.00173612 0.00171997 0.00172293 0.01562142 0.0024461  0.00247055
 0.00242975 0.00247043 0.02214127 0.00244971 0.00247532 0.0024752
 0.00242839 0.02218331 0.16275918 0.1637109  0.16151163 0.16178886
 0.23177036]","[0.00176241 0.00176308 0.00176299 0.00175971 0.01573857 0.0024936
 0.00249363 0.00249341 0.0024876  0.02225982 0.00176221 0.00176127
 0.00175909 0.00176221 0.0157309  0.00249123 0.00248876 0.00249121
 0.00248932 0.02223884 0.1645736  0.16448003 0.16456224 0.1642575
 0.23213677]","[-18.89459773 -18.89460413 -18.89797661 -18.89771648 -18.34572244
 -18.89543502 -18.89604762 -18.8979202  -18.89756708 -18.34656589
 -18.89633651 -18.89459191 -18.89774627 -18.89459896 -18.34571745
 -18.89605283 -18.89422012 -18.89422707 -18.89789868 -18.34535376
 -17.79636291 -17.79542227 -17.79793228 -17.79757952 -17.70810934]","[-19.29651532 -19.29647544 -19.29647593 -19.2967629  -18.74834792
 -19.29642641 -19.29642454 -19.29643058 -19.29679523 -18.74829749
 -19.29654259 -19.29660509 -19.2967998  -19.29654298 -18.74841352
 -19.29657528 -19.2967049  -19.29657586 -19.2966723  -18.74844369
 -18.19742398 -18.19748952 -18.19742685 -18.19770983 -18.11090648]"
0,3,6,4,0,-0.01,-0.01,"[0.00541513 0.00542918 0.00540103 0.00540376 0.02580705 0.0038665
 0.00377776 0.0038572  0.00385753 0.01837916 0.00536028 0.0055495
 0.00552626 0.00554624 0.02636377 0.00536344 0.00554986 0.00554671
 0.00552569 0.02636601 0.15890335 0.16389038 0.16340136 0.16342034
 0.17249254]","[0.00261607 0.00341804 0.00341625 0.00341088 0.0162227  0.00522674
 0.0052018  0.0052231  0.00516175 0.02480663 0.00422873 0.00292577
 0.00418734 0.00419507 0.01991063 0.00614124 0.00417585 0.00608346
 0.00608187 0.02887306 0.17776908 0.12298797 0.17626513 0.17592211
 0.18554874]","[-18.78067466 -18.78029928 -18.78115017 -18.78105657 -18.38583237
 -18.77945018 -18.78398293 -18.77978021 -18.77976647 -18.38498141
 -18.78333858 -18.77628351 -18.77698132 -18.77645468 -18.38198536
 -18.78323107 -18.77628586 -18.77645493 -18.77701219 -18.3819856
 -17.86691293 -17.86065434 -17.86112789 -17.86111094 -17.84677826]","[-18.97568617 -18.91363881 -18.91369857 -18.91367474 -18.51948107
 -18.91933084 -18.92009105 -18.91941388 -18.92160389 -18.52517826
 -18.87245858 -18.95923221 -18.87422075 -18.8743079  -18.48015001
 -18.86689957 -18.95777046 -18.8691247  -18.86885996 -18.47496875
 -17.95547993 -18.04225704 -17.95738681 -17.95741281 -17.94352449]"
0,3,7,0,3,-0.01,-0.01,"[0.00549723 0.00550246 0.00549322 0.00549384 0.02607357 0.00389419
 0.00387952 0.0038907  0.00389076 0.01845271 0.00549045 0.00552045
 0.00551363 0.00552084 0.02616025 0.00549119 0.0055206  0.00552103
 0.00551361 0.02616119 0.16210482 0.16284123 0.16269802 0.16270208
 0.17117241]","[0.0024395  0.00243946 0.00243903 0.00243221 0.02178415 0.00251079
 0.00242994 0.00251026 0.00250803 0.022421   0.00171188 0.00175088
 0.0017488  0.00175092 0.01563553 0.00241975 0.00248143 0.00248151
 0.00247969 0.02215955 0.15996051 0.16361839 0.16359353 0.16342683
 0.23086645]","[-18.73487873 -18.73475796 -18.73499609 -18.73497764 -18.34093928
 -18.73468206 -18.73528479 -18.73479513 -18.73479269 -18.3408638
 -18.73516269 -18.73423029 -18.73440608 -18.73423488 -18.34041998
 -18.73514086 -18.734228   -18.73423157 -18.73440866 -18.34041653
 -17.81938342 -17.81861747 -17.81873766 -17.8187344  -17.80503735]","[-19.42295107 -19.42295311 -19.42297237 -19.42341846 -18.87475596
 -19.41764313 -19.42427603 -19.41766515 -19.41774429 -18.86944809
 -19.42490635 -19.4204627  -19.42058342 -19.42045851 -18.87226149
 -19.42495705 -19.41998537 -19.41997962 -19.42004127 -18.87178376
 -18.32570993 -18.32125614 -18.32127047 -18.32138706 -18.2346682 ]"
0,3,8,0,0,-0.01,0.2,"[0.00247181 0.00247178 0.00246978 0.00246981 0.0220431  0.00174775
 0.00174729 0.00174682 0.00174686 0.01558639 0.00247046 0.00247204
 0.00247021 0.00247203 0.02204546 0.0024705  0.00247211 0.0024721
 0.0024702  0.02204606 0.16296813 0.16302986 0.16294008 0.16294386
 0.22975552]","[0.00216427 0.00311787 0.00311797 0.00310864 0.02794262 0.00231946
 0.00229823 0.00231954 0.00230487 0.02078704 0.00178449 0.00138616
 0.00180451 0.0018031  0.01615954 0.00254668 0.00196645 0.00258262
 0.00258308 0.0231456  0.16730686 0.12996627 0.16907601 0.16904003
 0.23936809]","[-19.41514258 -19.41514423 -19.41525007 -19.41524821 -18.86720665
 -19.41516898 -19.41519669 -19.41523541 -19.41523201 -18.86723034
 -19.41521193 -19.41513389 -19.4152287  -19.41513428 -18.86719559
 -19.41520969 -19.41512955 -19.41512993 -19.41522991 -18.86719174
 -18.31624046 -18.31619842 -18.31626631 -18.31626293 -18.2298754 ]","[-19.38659667 -19.30056305 -19.30055888 -19.30080119 -18.75169022
 -19.37313018 -19.37477257 -19.37312568 -19.37418498 -18.8242592
 -19.34454001 -19.40369084 -19.34221211 -19.3425991  -18.79372604
 -19.34241056 -19.40306694 -19.33975298 -19.33971715 -18.79088078
 -18.24486113 -18.30400397 -18.2428991  -18.24265745 -18.15558349]"
0,3,9,0,1,-0.01,-0.01,"[0.00246321 0.00246319 0.00246192 0.00246193 0.02205972 0.00174172
 0.0017414  0.00174114 0.00174116 0.01559829 0.00246234 0.00246343
 0.00246227 0.00246343 0.02206179 0.00246235 0.00246346 0.00246346
 0.00246227 0.02206207 0.16281832 0.1628587  0.16280333 0.16280504
 0.23041407]","[0.00245501 0.00245496 0.00245458 0.00243443 0.02203646 0.00174829
 0.00171868 0.00174807 0.00173916 0.0156932  0.00171762 0.00176042
 0.00175214 0.00176029 0.01580097 0.00242247 0.00249301 0.0024928
 0.00248893 0.02237613 0.16122044 0.16526739 0.1652293  0.16437974
 0.2343555 ]","[-19.03514417 -19.03514534 -19.03520815 -19.03520738 -18.48640325
 -19.03515937 -19.03517713 -19.03519749 -19.03519601 -18.48642036
 -19.03518672 -19.03513523 -19.03519155 -19.03513549 -18.48639447
 -19.03518579 -19.03513355 -19.03513381 -19.03519204 -18.48639275
 -17.93595746 -17.93593418 -17.93597219 -17.93597078 -17.84876183]","[-19.42450216 -19.42450472 -19.42451224 -19.42598855 -18.8753459
 -19.42376627 -19.42704555 -19.42376997 -19.42463077 -18.87460742
 -19.4271055  -19.42222689 -19.42296283 -19.42223886 -18.8730794
 -19.42748362 -19.4217623  -19.42177637 -19.42196924 -18.8726178
 -18.32734738 -18.32244543 -18.32246396 -18.32332272 -18.2347839 ]"
0,3,10,2,3,-0.01,-0.01,"[0.00245928 0.00245926 0.00245833 0.00245834 0.02206743 0.00173897
 0.00173871 0.00173854 0.00173855 0.01560409 0.00245864 0.00245949
 0.00245864 0.00245948 0.0220694  0.00245865 0.0024595  0.0024595
 0.00245863 0.02206954 0.1627391  0.16277305 0.16273238 0.1627333
 0.2307492 ]","[0.00217434 0.00323586 0.00323253 0.00321642 0.02907206 0.00228442
 0.0022845  0.00228228 0.00223833 0.02052424 0.00179075 0.00134686
 0.00178218 0.00179143 0.01609482 0.00261142 0.0019173  0.00261264
 0.00260438 0.02347292 0.16904387 0.12711601 0.16896518 0.16824148
 0.24006378]","[-19.41620689 -19.4162078  -19.41625191 -19.41625155 -18.86711049
 -19.41621707 -19.41623115 -19.41624364 -19.4162429  -18.86711966
 -19.41623713 -19.41619868 -19.41623811 -19.41619888 -18.86710156
 -19.41623669 -19.41619783 -19.41619803 -19.41623835 -18.86710072
 -18.31691911 -18.31689806 -18.31692508 -18.31692434 -18.22930374]","[-19.37708115 -19.28323188 -19.28336632 -19.28394486 -18.73391667
 -19.36740052 -19.36739482 -19.36753313 -19.37132621 -18.8180819
 -19.33367068 -19.39999722 -19.33413183 -19.3335921  -18.78427666
 -19.32709486 -19.39902633 -19.32699784 -19.32726552 -18.77768211
 -18.23292682 -18.29926594 -18.23295565 -18.23344447 -18.14496096]"
0,3,11,0,3,-0.01,-0.01,"[0.00247283 0.00247345 0.00247268 0.00247345 0.02221697 0.00175305
 0.00174673 0.00175292 0.00175305 0.01574625 0.00247043 0.00248351
 0.00248313 0.00248309 0.02230366 0.00174707 0.0017557  0.00175545
 0.00175542 0.01576781 0.16361332 0.16442209 0.16438832 0.16439955
 0.23331006]","[0.00238353 0.00242282 0.00242287 0.00241398 0.02177701 0.00252033
 0.0023637  0.00252038 0.00251322 0.02265412 0.00167445 0.00173022
 0.00175063 0.00175151 0.01574316 0.00236739 0.00244928 0.00248505
 0.00248521 0.0223364  0.15708229 0.16231776 0.16432581 0.16412434
 0.23338455]","[-19.42698883 -19.42696153 -19.42699595 -19.42696136 -18.87768678
 -19.42666668 -19.42725791 -19.42666703 -19.42666656 -18.87739169
 -19.42724178 -19.42633862 -19.42636858 -19.42637029 -18.87709489
 -19.42723454 -19.42639382 -19.42641975 -19.42641344 -18.87714435
 -18.32788359 -18.32704187 -18.32706554 -18.32706741 -18.23924275]","[-19.37366462 -19.37054723 -19.37054468 -19.37110342 -18.82115622
 -19.36245526 -19.37616737 -19.36245275 -19.36282113 -18.81305719
 -19.37612468 -19.36900364 -19.36672761 -19.36674125 -18.81734925
 -19.37601206 -19.36859172 -19.36588541 -19.36587494 -18.81649463
 -18.27652209 -18.26939529 -18.26712705 -18.26722114 -18.17914176]"
0,3,12,4,0,-0.01,0.2,"[0.00291304 0.00291209 0.00117001 0.0029586  0.02614732 0.00200545
 0.00200989 0.00081651 0.00203364 0.01800622 0.00108648 0.00109403
 0.00108634 0.00109399 0.00982396 0.00111619 0.00111256 0.00111253
 0.00055016 0.00998933 0.18840473 0.18817957 0.07662707 0.19080579
 0.2669445 ]","[0.00244226 0.00245134 0.00245137 0.00244756 0.02203971 0.0024621
 0.00244077 0.00246212 0.00245855 0.022137   0.00172766 0.00173359
 0.00173735 0.00173821 0.01562777 0.00244222 0.00245098 0.00245939
 0.00245944 0.02211145 0.16195342 0.16250501 0.16294306 0.16281066
 0.231507  ]","[-18.97573988 -18.97581048 -19.19908447 -18.97195824 -18.4266116
 -18.9820743  -18.98128512 -19.20212795 -18.97872143 -18.43288152
 -19.18564056 -19.18446404 -19.18568348 -19.18446944 -18.63524282
 -19.11870598 -19.11981227 -19.1198162  -19.2905347  -18.57061514
 -17.88171788 -17.88236854 -18.10237597 -17.87902914 -17.7946272 ]","[-18.32007115 -18.31946918 -18.3194682  -18.31968184 -17.77002894
 -18.31869767 -18.32026033 -18.31869669 -18.31888771 -17.76925114
 -18.32015351 -18.31951202 -18.31914454 -18.31909863 -17.7696615
 -18.32016632 -18.31948841 -18.31894298 -18.3189406  -17.76950974
 -17.22070193 -17.22006666 -17.21965012 -17.21974263 -17.13158693]"
0,3,13,2,1,-0.01,-0.01,"[0.00564948 0.0056535  0.00525511 0.00566523 0.02689847 0.00396726
 0.00394233 0.00373909 0.00397451 0.0188747  0.00535128 0.0054516
 0.00544156 0.00545083 0.02593437 0.00386569 0.00389541 0.00389497
 0.00372757 0.01853053 0.16596378 0.167335   0.15763927 0.16762142
 0.17627702]","[0.00248018 0.00248015 0.00248032 0.00246529 0.02230298 0.00175355
 0.00175248 0.00175369 0.00174446 0.01576878 0.0017497  0.00175131
 0.00174398 0.0017513  0.01574874 0.00246791 0.00247184 0.00247182
 0.00246999 0.02222785 0.16423695 0.16438839 0.1644002  0.16353099
 0.23360715]","[-18.73746749 -18.73745888 -18.75306844 -18.73699027 -18.34280335
 -18.73947448 -18.74044999 -18.7520392  -18.73907473 -18.3448308
 -18.74820156 -18.74463542 -18.74491675 -18.74469786 -18.35004055
 -18.74480215 -18.74349502 -18.74354414 -18.75260799 -18.34890375
 -17.82319006 -17.82179196 -17.83446047 -17.82144169 -17.80770122]","[-19.39336389 -19.39336565 -19.39334287 -19.39439888 -18.84389086
 -19.39344115 -19.39351127 -19.393419   -19.39432851 -18.84396985
 -19.39378285 -19.39366531 -19.39435302 -19.39366593 -18.84419116
 -19.3941337  -19.39390773 -19.39390856 -19.39400271 -18.84443657
 -18.29410746 -18.29399371 -18.29397064 -18.29488421 -18.2058898 ]"
0,3,14,0,2,-0.01,-0.01,"[0.00248228 0.00248454 0.00248189 0.00248455 0.02223969 0.00175808
 0.00175371 0.00175707 0.00175809 0.01573694 0.00248024 0.00248838
 0.00248861 0.00248857 0.02227582 0.0017545  0.00175933 0.00175942
 0.00175871 0.01574886 0.16403769 0.16449077 0.16440362 0.16450111
 0.23262755]","[0.00217154 0.00320502 0.00320425 0.00319308 0.02882653 0.0022895
 0.00228956 0.00228895 0.0022515  0.02059202 0.00179133 0.00135584
 0.00178819 0.00179198 0.01611743 0.00259807 0.00192494 0.00259924
 0.0026004  0.02337799 0.16880864 0.12775137 0.16883393 0.16831889
 0.24002981]","[-19.42059545 -19.42047541 -19.42061714 -19.42047475 -18.87182742
 -19.42039922 -19.42077942 -19.42046751 -19.42039877 -18.87175247
 -19.42075815 -19.42022494 -19.42021979 -19.42022161 -18.87157312
 -19.42072764 -19.42028556 -19.42028552 -19.42032787 -18.87163898
 -18.3214998  -18.32105595 -18.321123   -18.32105566 -18.2339833 ]","[-19.37796699 -19.28608898 -19.28608682 -19.28636274 -18.73658469
 -19.36757021 -19.36756597 -19.36757816 -19.37074576 -18.81806735
 -19.334572   -19.39940883 -19.33448156 -19.33449595 -18.78499144
 -19.3291105  -19.3989083  -19.32901667 -19.32866042 -18.77951267
 -18.23419977 -18.29904756 -18.234126   -18.2343727  -18.14597517]"
0,3,15,0,4,-0.01,-0.01,"[0.00248667 0.00248662 0.00246919 0.00248706 0.022307   0.00175773
 0.00175758 0.00174633 0.00175802 0.01576813 0.00247263 0.00247407
 0.00247268 0.00247406 0.02219422 0.00175412 0.00175445 0.00175445
 0.00174565 0.01573872 0.16448649 0.16451519 0.16344585 0.16454138
 0.23315171]","[0.00237447 0.00238653 0.00237447 0.00238653 0.02146552 0.00250854
 0.00235115 0.00249877 0.00250865 0.02256286 0.00233743 0.00243976
 0.00245435 0.00245422 0.02207428 0.00235117 0.00244938 0.00246016
 0.00245028 0.02212773 0.15537032 0.16185716 0.16214234 0.16255976
 0.23105417]","[-19.09671889 -19.09672112 -19.09795941 -19.0966813  -18.54767241
 -19.09680583 -19.09680252 -19.09794874 -19.09676991 -18.54775837
 -19.09759083 -19.09752048 -19.09758944 -19.09752083 -18.54847346
 -19.09715737 -19.0971469  -19.09714713 -19.09799775 -18.54809948
 -17.9974983  -17.99749296 -17.99863828 -17.99745774 -17.90995955]","[-19.42260539 -19.42175855 -19.42258353 -19.42175862 -18.87224955
 -19.41174185 -19.42559103 -19.41229751 -19.41173372 -18.8622335
 -19.42670264 -19.41751589 -19.41650401 -19.41651295 -18.86700454
 -19.42583114 -19.41710639 -19.41638838 -19.41697577 -18.86687966
 -18.32693101 -18.31821002 -18.31783506 -18.31749718 -18.22935293]"
0,3,16,4,0,-0.01,-0.01,"[0.00248159 0.00248157 0.0024769  0.00248156 0.02228656 0.00175459
 0.00175435 0.00175172 0.0017546  0.01575776 0.00247769 0.00247871
 0.00247782 0.0024787  0.02226093 0.00175344 0.00175382 0.00175381
 0.00175139 0.01575077 0.16427597 0.16431146 0.16404073 0.16431037
 0.23314317]","[0.00645165 0.00670939 0.00642834 0.0024217  0.0319487  0.00701014
 0.00602964 0.00670277 0.00285558 0.03338015 0.01211597 0.01359472
 0.00481924 0.01423663 0.06779022 0.00193038 0.0022646  0.0023876
 0.00233124 0.01136898 0.15792226 0.17080802 0.17009567 0.07354943
 0.18484699]","[-19.03813562 -19.03813674 -19.03841768 -19.03813139 -18.4888883
 -19.03816489 -19.03817612 -19.03840789 -19.03816054 -18.48891587
 -19.0383497  -19.03830261 -19.03834363 -19.03830285 -18.48905368
 -19.03825034 -19.03822976 -19.03822993 -19.03842612 -18.48898082
 -17.93883416 -17.93881446 -17.93905813 -17.93881129 -17.85102775]","[-18.47059723 -18.46295772 -18.47179343 -18.71269332 -18.06814663
 -18.4543427  -18.48890279 -18.46363344 -18.67412372 -18.05953646
 -18.31759818 -18.28987085 -18.54807245 -18.28078565 -17.88598007
 -18.73649824 -18.69882979 -18.68792699 -18.69237002 -18.29312161
 -17.60279235 -17.58414431 -17.58555836 -17.7920309  -17.56510344]"
0,3,17,0,3,-0.01,0.2,"[0.00555521 0.00555639 0.00555119 0.00555629 0.02643549 0.00393459
 0.00392454 0.00393237 0.00393454 0.01871974 0.00554858 0.00557041
 0.00556919 0.00556982 0.02650023 0.00392455 0.00393803 0.00393769
 0.00393586 0.01873463 0.16453042 0.16510129 0.16499595 0.16508411
 0.17395889]","[0.00249631 0.00249613 0.00247528 0.00232368 0.02236983 0.00175529
 0.00175099 0.00174596 0.00164774 0.01573057 0.00256075 0.00257926
 0.00235545 0.00257914 0.02311375 0.00237693 0.0024013  0.0024012
 0.00238605 0.02151905 0.16414865 0.16482863 0.16392116 0.15469464
 0.23334226]","[-17.26742684 -17.26740889 -17.2675322  -17.26740666 -16.87276494
 -17.26723795 -17.26763338 -17.26730464 -17.26723608 -16.87259039
 -17.26766754 -17.26702201 -17.26704731 -17.26704519 -16.8723933
 -17.26763555 -17.26707617 -17.26709395 -17.26714124 -16.87244499
 -16.35110582 -16.35054051 -16.35062039 -16.35055744 -16.33637724]","[-19.40927368 -19.40928584 -19.41076161 -19.42459483 -18.86041937
 -19.41082161 -19.41110923 -19.41171783 -19.42430121 -18.86195443
 -19.40333508 -19.40220413 -19.42197663 -19.40221079 -18.85334405
 -19.41877158 -19.41696131 -19.41696753 -19.41803849 -18.8681008
 -18.31142059 -18.31084092 -18.31176588 -18.32435417 -18.2235388 ]"
